date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,stake_units,stake_gbp,stake_model,bet_type,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,threshold_tier,signal_profile,spread_line,spread_odds,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,game_margin,shadow_reason,league,clay_tournament_tier,clay_shadow_policy
2026-03-29,11:24:41,Martin Damm,Brandon Nakashima,Clay,ATP500,medium,,,1.877,2.0,-42.09,38.3,P2-,38.3,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.0,2.0,settled,P2-,WIN,1,2026-03-31,72574,56846,56846,72574,2026-04-01T10:09:13+00:00,,,,,-5,,,,
2026-03-29,11:24:41,Aleksandar Kovacevic,Rinky Hijikata,Clay,ATP500,high,2.07,1.93,1.556,2.6,-24.83,34.72,P2,34.72,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,WIN,1,2026-03-31,39152,58149,58149,39152,2026-04-03T09:19:04+00:00,,,,,,,,,
2026-03-29,11:24:41,Alex Bolt,Andres Andrade,Clay,ATP500,medium,2.13,1.89,3.22,1.364,51.17,-27.83,P1,51.17,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,WIN,1,2026-03-29,19689,37492,19689,37492,2026-03-30T10:10:48+00:00,,,,,,,,,
2026-03-29,11:24:41,Alex Bolt,Andres Andrade,Clay,ATP500,medium,,,2.08,1.769,40.32,-42.44,P1+,40.32,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.5,2.08,settled,P1+,WIN,1,2026-03-29,19689,37492,19689,37492,2026-03-30T10:10:48+00:00,,,,,6,,,,
2026-03-30,10:10:08,Roman Andres Burruchaga,Adam Walton,Clay,ATP500,medium,1.53,2.89,1.943,1.943,26.99,-32.77,P1,26.99,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,WIN,1,2026-04-01,70705,47752,70705,47752,2026-04-03T09:19:04+00:00,,,,,,,,,
2026-03-30,10:10:08,Roman Andres Burruchaga,Adam Walton,Clay,ATP500,medium,,,1.909,1.962,22.3,-29.49,P1+,22.3,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,0.0,1.909,settled,P1+,WIN,1,2026-04-01,70705,47752,70705,47752,2026-04-03T09:19:04+00:00,,,,,7,,,,
2026-03-30,10:10:08,Alexei Popyrin,Patrick Kypson,Clay,ATP500,medium,,,1.885,1.99,-32.24,27.46,P2-,27.46,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.0,1.99,settled,P1+,LOSS,0,2026-03-31,34233,46718,34233,46718,2026-04-03T09:19:04+00:00,,,,,3,,,,
2026-03-30,10:10:08,Martin Damm,Brandon Nakashima,Clay,ATP500,medium,,,1.893,1.98,-41.91,37.24,P2-,37.24,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.0,1.98,settled,P2-,WIN,1,2026-03-31,72574,56846,56846,72574,2026-04-01T10:09:13+00:00,,,,,-5,,,,
2026-03-30,10:10:08,Aleksandar Kovacevic,Rinky Hijikata,Clay,ATP500,high,2.1,1.91,1.549,2.61,-26.24,36.65,P2,36.65,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,WIN,1,2026-03-31,39152,58149,58149,39152,2026-04-03T09:19:04+00:00,,,,,,,,,
2026-03-30,10:10:08,Maximus Jones,Fajing Sun,Hard,ATP250,high,,,1.943,1.877,20.82,-29.01,P1+,20.82,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,2.0,1.943,settled,P1+,WIN,1,2026-03-31,82696,34537,82696,34537,2026-03-31T10:11:15+00:00,,,,,9,non_policy,,,
2026-03-30,10:10:08,Ryotaro Taguchi,Paul Jubb,Hard,ATP250,high,,,1.877,1.935,69.3,-81.03,P1+,69.3,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,5.5,1.877,settled,P1+,WIN,1,2026-03-31,99846,50382,50382,99846,2026-03-31T10:11:15+00:00,,,,,-5,non_policy,,,
2026-03-31,00:14:18,Nishesh Basavareddy,Liam Draxl,Clay,ATP500,medium,,,1.917,1.935,-28.86,21.69,P2-,21.69,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-1.0,1.935,settled,PUSH,VOID,,2026-03-31,92184,53532,92184,53532,2026-04-01T10:09:13+00:00,,,,,1,,ATP,,
2026-03-31,00:14:18,Roman Andres Burruchaga,Adam Walton,Clay,ATP500,medium,1.48,3.08,1.826,2.07,23.38,-32.79,P1,23.38,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,WIN,1,2026-04-01,70705,47752,70705,47752,2026-04-03T09:19:04+00:00,,,,,,,ATP,,
