date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,stake_units,stake_gbp,stake_model,bet_type,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,threshold_tier,signal_profile,spread_line,spread_odds,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,game_margin,shadow_reason,league,clay_tournament_tier,clay_shadow_policy
2026-03-31,00:14:18,Ryotaro Taguchi,Paul Jubb,Hard,ATP250,high,,,1.877,1.935,69.16,-80.89,P1+,69.16,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,5.5,1.877,settled,P1+,WIN,1,2026-03-31,99846,50382,50382,99846,2026-03-31T10:11:15+00:00,,,,,-5,non_policy,Challenger,,
2026-03-31,10:10:34,Alexei Popyrin,Patrick Kypson,Clay,ATP500,medium,,,1.99,1.885,-30.23,22.41,P2-,22.41,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.5,1.885,settled,P1+,LOSS,0,2026-03-31,34233,46718,34233,46718,2026-04-03T09:19:04+00:00,,,,,3,,ATP,,
2026-03-31,10:10:34,Aleksandar Kovacevic,Rinky Hijikata,Clay,ATP500,high,,,1.962,1.909,-38.09,30.66,P2-,30.66,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.5,1.909,settled,P2-,WIN,1,2026-03-31,39152,58149,58149,39152,2026-04-03T09:19:04+00:00,,,,,-6,,ATP,,
2026-04-01,10:08:42,Thiago Agustin Tirante,Mackenzie Mcdonald,Clay,ATP500,medium,,,1.962,1.909,-31.9,24.64,P2-,24.64,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.909,settled,P1+,LOSS,0,2026-04-01,52394,18094,52394,18094,2026-04-03T09:19:04+00:00,,,,,10,,ATP,,
2026-04-01,10:08:42,Learner Tien,Nishesh Basavareddy,Clay,ATP500,medium,,,2.01,1.847,-33.97,24.02,P2-,24.02,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.0,1.847,settled,P1+,LOSS,0,2026-04-02,93452,92184,93452,92184,2026-04-03T09:19:04+00:00,,,,,5,,ATP,,
2026-04-01,10:08:42,Harry Wendelken,Braden Shick,Hard,ATP250,high,2.64,1.61,1.463,2.78,-44.58,72.67,P2,72.67,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-02,65558,88050,65558,88050,2026-04-03T09:19:04+00:00,,,,,,,Challenger,,
2026-04-01,10:08:42,Harry Wendelken,Braden Shick,Hard,ATP250,high,,,1.917,1.901,-41.51,32.1,P2-,32.1,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.901,settled,P1+,LOSS,0,2026-04-02,65558,88050,65558,88050,2026-04-03T09:19:04+00:00,,,,,4,non_policy,Challenger,,
2026-04-03,19:12:00,Ben Shelton,Thiago Agustin Tirante,Clay,ATP500,high,,,1.826,2.08,23.22,-32.35,P1+,23.22,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.5,1.826,settled,P2-,LOSS,0,2026-04-03,87562,52394,52394,87562,2026-04-04T09:01:54+00:00,,,,,-4,,ATP,,
2026-04-03,11:50:12,Learner Tien,Roman Andres Burruchaga,Clay,ATP500,medium,2.36,1.74,1.649,2.37,-30.13,36.21,P2,36.21,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,WIN,1,2026-04-03,93452,70705,70705,93452,2026-04-04T09:01:54+00:00,,,,,,,ATP,,
2026-04-03,11:50:12,Learner Tien,Roman Andres Burruchaga,Clay,ATP500,medium,,,1.962,1.909,-41.58,34.06,P2-,34.06,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.5,1.909,settled,P2-,WIN,1,2026-04-03,93452,70705,70705,93452,2026-04-04T09:01:54+00:00,,,,,-4,,ATP,,
2026-04-03,20:30:19,Liam Broady,Blake Ellis,Hard,ATP250,high,,,1.813,2.03,27.83,-40.12,P1+,27.83,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.5,1.813,settled,P1+,WIN,1,2026-04-04,18016,33614,18016,33614,2026-04-04T09:01:54+00:00,,,,,5,non_policy,Challenger,,
2026-04-04,09:01:36,Thiago Agustin Tirante,Roman Andres Burruchaga,Clay,ATP500,high,,,1.935,1.935,-30.94,24.44,P2-,24.44,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,0.0,1.935,settled,P2-,WIN,1,2026-04-04,52394,70705,70705,52394,2026-04-04T23:06:21+00:00,,,,,-10,,ATP,,
2026-04-04,10:08:18,Tommy Paul,Frances Tiafoe,Clay,ATP500,high,1.85,2.18,1.437,3.0,-22.32,37.61,P2,37.61,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-04,29935,29939,29935,29939,2026-04-05T10:50:28Z,Manual settle from ATP Tour result after stale local today_atp block,,,,,,ATP,,
2026-04-05,23:09:38,Joshua Charlton,Pavle Marinkov,Hard,ATP250,high,2.76,1.57,3.51,1.295,27.17,-17.52,P1,27.17,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-06,56813,99265,99265,56813,2026-04-06T20:56:23+00:00,,,,,,,Challenger,,
2026-04-05,23:09:38,Joshua Charlton,Pavle Marinkov,Hard,ATP250,high,,,2.03,1.763,26.62,-33.66,P1+,26.62,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.5,2.03,settled,P2-,LOSS,0,2026-04-06,56813,99265,99265,56813,2026-04-06T20:56:23+00:00,,,,,-5,non_policy,Challenger,,
2026-04-05,19:49:56,Pavel Kotov,Keegan Smith,Hard,ATP250,high,1.72,2.39,1.397,3.01,-18.78,25.94,P2,25.94,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-06,45553,56211,45553,56211,2026-04-06T20:56:23+00:00,,,,,,,Challenger,,
2026-04-05,19:49:56,Pavel Kotov,Keegan Smith,Hard,ATP250,high,,,1.935,1.87,-32.77,22.03,P2-,22.03,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.87,settled,P1+,LOSS,0,2026-04-06,45553,56211,45553,56211,2026-04-06T20:56:23+00:00,,,,,4,non_policy,Challenger,,
2026-04-05,23:09:38,Yusuke Takahashi,Ethan Cook,Hard,ATP250,high,,,1.813,1.971,-40.95,32.9,P2-,32.9,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-5.0,1.971,settled,P2-,WIN,1,2026-04-06,29943,92334,92334,29943,2026-04-06T20:56:23+00:00,,,,,-1,non_policy,Challenger,,
2026-04-05,23:09:38,August Holmgren,Mitsuki Wei Kang Leong,Hard,ATP250,high,,,1.901,1.87,-55.11,42.84,P2-,42.84,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.0,1.87,settled,P1+,LOSS,0,2026-04-06,47387,95918,47387,95918,2026-04-06T20:56:23+00:00,,,,,5,non_policy,Challenger,,
2026-04-05,23:09:38,Philip Sekulic,Yuki Mochizuki,Hard,ATP250,high,,,1.952,1.82,-86.06,69.01,P2-,69.01,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-5.5,1.82,settled,P1+,LOSS,0,2026-04-06,73918,51081,73918,51081,2026-04-06T20:56:23+00:00,,,,,7,non_policy,Challenger,,
2026-04-05,23:09:38,August Holmgren,Mitsuki Wei Kang Leong,Hard,ATP250,high,1.73,2.36,1.267,3.73,-26.76,58.05,P2,58.05,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-06,47387,95918,47387,95918,2026-04-06T20:56:23+00:00,,,,,,,Challenger,,
2026-04-06,23:03:47,Pavle Marinkov,Li Tu,Hard,ATP250,high,1.71,2.42,2.82,1.442,64.91,-40.41,P1,64.91,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-07,99265,22710,22710,99265,2026-04-07T19:56:56+00:00,,,,,,,Challenger,,
2026-04-06,23:03:47,Pavle Marinkov,Li Tu,Hard,ATP250,high,,,1.847,1.962,47.61,-60.6,P1+,47.61,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.5,1.847,settled,P2-,LOSS,0,2026-04-07,99265,22710,22710,99265,2026-04-07T19:56:56+00:00,,,,,-7,non_policy,Challenger,,
2026-04-06,23:03:47,Fajing Sun,Ethan Cook,Hard,ATP250,high,,,2.08,1.752,-67.17,47.54,P2-,47.54,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-6.0,1.752,settled,P2-,WIN,1,2026-04-07,34537,92334,34537,92334,2026-04-07T19:56:56+00:00,,,,,4,non_policy,Challenger,,
2026-04-06,23:03:47,Maximus Jones,Philip Sekulic,Hard,ATP250,high,1.9,2.11,2.46,1.562,29.47,-25.97,P1,29.47,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-07,82696,73918,73918,82696,2026-04-07T19:56:56+00:00,,,,,,,Challenger,,
2026-04-06,23:03:47,Maximus Jones,Philip Sekulic,Hard,ATP250,high,,,1.935,1.87,41.6,-49.84,P1+,41.6,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,2.5,1.935,settled,P2-,LOSS,0,2026-04-07,82696,73918,73918,82696,2026-04-07T19:56:56+00:00,,,,,-4,non_policy,Challenger,,
2026-04-06,23:03:47,Daniil Ostapenkov,Qian Sun,Hard,ATP250,medium,,,1.885,1.917,-30.18,20.7,P2-,20.7,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.5,1.917,settled,P2-,WIN,1,2026-04-07,84040,68996,84040,68996,2026-04-07T19:56:56+00:00,,,,,3,non_policy,Challenger,,
2026-04-06,23:03:47,Yi Zhou,Giles Hussey,Hard,ATP250,high,1.76,2.31,1.403,2.98,-20.28,29.0,P2,29.0,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-07,97973,71188,97973,71188,2026-04-07T19:56:56+00:00,,,,,,,Challenger,,
2026-04-06,23:03:47,Yi Zhou,Giles Hussey,Hard,ATP250,high,,,1.87,1.935,-37.41,28.74,P2-,28.74,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.935,settled,P1+,LOSS,0,2026-04-07,97973,71188,97973,71188,2026-04-07T19:56:56+00:00,,,,,5,non_policy,Challenger,,
2026-04-06,23:03:47,Filip Peliwo,Harry Wendelken,Hard,ATP250,high,,,1.917,1.885,54.33,-63.25,P1+,54.33,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,6.0,1.917,settled,P1+,WIN,1,2026-04-07,21177,65558,65558,21177,2026-04-07T19:56:56+00:00,,,,,-4,non_policy,Challenger,,
2026-04-07,09:11:25,Clement Chidekh,Yuki Mochizuki,Hard,ATP250,high,,,1.769,2.05,-81.68,83.77,P2-,83.77,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-6.0,2.05,settled,P1+,LOSS,0,2026-04-07,55828,51081,55828,51081,2026-04-07T19:56:56+00:00,,,,,7,non_policy,Challenger,,
2026-04-07,09:11:25,Filip Peliwo,Harry Wendelken,Hard,ATP250,high,,,1.901,1.917,53.04,-62.63,P1+,53.04,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,6.0,1.901,settled,P1+,WIN,1,2026-04-07,21177,65558,65558,21177,2026-04-07T19:56:56+00:00,,,,,-4,non_policy,Challenger,,
2026-04-07,19:56:39,Fajing Sun,Philip Sekulic,Hard,ATP250,high,,,1.893,1.909,21.23,-31.35,P1+,21.23,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,1.5,1.893,settled,P1+,WIN,1,2026-04-08,34537,73918,34537,73918,2026-04-08T21:19:02+00:00,,,,,4,non_policy,Challenger,,
2026-04-07,23:06:32,Daniil Ostapenkov,Ilia Simakin,Hard,ATP250,high,2.83,1.55,3.65,1.292,28.98,-16.65,P1,28.98,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-08,84040,84083,84083,84040,2026-04-08T09:13:21+00:00,,,,,,,Challenger,,
2026-04-07,19:56:39,Daniil Ostapenkov,Ilia Simakin,Hard,ATP250,high,,,1.893,1.909,38.5,-48.77,P1+,38.5,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.5,1.893,settled,P2-,LOSS,0,2026-04-08,84040,84083,84083,84040,2026-04-08T09:13:21+00:00,,,,,-6,non_policy,Challenger,,
2026-04-07,23:06:32,Justin Boulais,Kaichi Uchida,Hard,ATP250,high,2.78,1.56,1.847,1.971,-33.56,26.35,P2,26.35,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-08,64632,22269,64632,22269,2026-04-08T09:13:21+00:00,,,,,,,Challenger,,
2026-04-07,19:56:39,Justin Boulais,Kaichi Uchida,Hard,ATP250,high,,,1.885,1.917,-39.05,29.71,P2-,29.71,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-1.5,1.917,settled,P1+,LOSS,0,2026-04-08,64632,22269,64632,22269,2026-04-08T09:13:21+00:00,,,,,5,non_policy,Challenger,,
2026-04-07,23:06:32,Daniil Ostapenkov,Ilia Simakin,Hard,ATP250,high,,,1.98,1.833,21.6,-29.27,P1+,21.6,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.0,1.98,settled,P2-,LOSS,0,2026-04-08,84040,84083,84083,84040,2026-04-08T09:13:21+00:00,,,,,-6,non_policy,Challenger,,
2026-04-07,23:06:32,Justin Boulais,Kaichi Uchida,Hard,ATP250,high,,,1.877,1.926,-31.7,22.52,P2-,22.52,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-0.5,1.926,settled,P1+,LOSS,0,2026-04-08,64632,22269,64632,22269,2026-04-08T09:13:21+00:00,,,,,5,non_policy,Challenger,,
2026-04-08,23:05:47,Sergey Fomin,Harry Wendelken,Hard,ATP250,high,2.58,1.63,3.62,1.296,40.31,-20.49,P1,40.31,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-09,43553,65558,65558,43553,2026-04-09T09:08:52+00:00,,,,,,,Challenger,,
2026-04-08,23:05:47,Yi Zhou,Kody Pearson,Hard,ATP250,medium,,,1.826,1.98,-82.58,79.11,P2-,79.11,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-6.0,1.98,settled,P2-,WIN,1,2026-04-09,97973,36171,36171,97973,2026-04-09T09:08:52+00:00,,,,,-4,non_policy,Challenger,,
2026-04-09,23:10:05,Pavel Kotov,Ilia Simakin,Hard,ATP250,high,2.36,1.73,1.535,2.58,-34.96,49.13,P2,49.13,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-10,45553,84083,45553,84083,2026-04-11T09:10:09+00:00,,,,,,,Challenger,,
2026-04-09,23:10:05,Fajing Sun,Justin Boulais,Hard,ATP250,high,,,1.893,1.943,15.42,-24.17,P1+,15.42,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-0.5,1.893,settled,P1+,WIN,1,2026-04-10,34537,64632,34537,64632,2026-04-11T09:10:09+00:00,,,,,10,non_policy,Challenger,,
2026-04-11,23:04:37,Harry Wendelken,Pavel Kotov,Hard,ATP250,high,,,1.893,1.943,28.56,-37.66,P1+,28.56,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,1.5,1.893,settled,P2-,LOSS,0,2026-04-12,65558,45553,45553,65558,2026-04-12T23:11:04+00:00,,,,,-3,non_policy,Challenger,,
2026-04-11,23:04:37,Dong Ju Kim,Hikaru Shiraishi,Hard,ATP250,high,,,1.935,1.87,21.8,-30.71,P1+,21.8,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.0,1.935,settled,P2-,LOSS,0,2026-04-12,62492,53207,53207,62492,2026-04-12T09:15:39+00:00,,,,,-5,non_policy,Challenger,,
2026-04-11,23:04:37,Matisse Bobichon,Kasidit Samrej,Hard,ATP250,medium,2.59,1.63,3.41,1.333,31.66,-18.22,P1,31.66,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-12,94966,55656,55656,94966,2026-04-12T09:15:39+00:00,,,,,,,Challenger,,
2026-04-11,23:04:37,Matisse Bobichon,Kasidit Samrej,Hard,ATP250,medium,,,1.847,1.98,13.43,-23.6,P1+,13.43,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.0,1.847,settled,PUSH,VOID,,2026-04-12,94966,55656,55656,94966,2026-04-12T09:15:39+00:00,,,,,-4,non_policy,Challenger,,
2026-04-11,23:04:37,Ji Sung Nam,Marat Sharipov,Hard,ATP250,high,2.32,1.76,2.86,1.431,23.28,-18.69,P1,23.28,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-12,17788,80183,80183,17788,2026-04-12T09:15:39+00:00,,,,,,,Challenger,,
2026-04-11,23:04:37,Ji Sung Nam,Marat Sharipov,Hard,ATP250,high,,,1.855,1.952,21.57,-32.73,P1+,21.57,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.0,1.855,settled,P2-,LOSS,0,2026-04-12,17788,80183,80183,17788,2026-04-12T09:15:39+00:00,,,,,-7,non_policy,Challenger,,
2026-04-11,23:04:37,Yusuke Takahashi,Ryo Tabata,Hard,ATP250,medium,,,1.877,1.893,-21.8,10.44,P2-,10.44,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.893,settled,P1+,LOSS,0,2026-04-12,29943,102813,29943,102813,2026-04-12T09:15:39+00:00,,,,,9,non_policy,Challenger,,
2026-04-11,23:04:37,Pavle Marinkov,Joshua Charlton,Hard,ATP250,high,1.64,2.57,1.295,3.51,-21.04,36.58,P2,36.58,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-12,99265,56813,99265,56813,2026-04-11T23:05:20+00:00, [from oncourt_today fallback],,,,,,Challenger,,
2026-04-11,23:04:37,Pavle Marinkov,Joshua Charlton,Hard,ATP250,high,,,1.833,1.943,-23.67,13.39,P2-,13.39,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.5,1.943,settled,P1+,LOSS,0,2026-04-12,99265,56813,99265,56813,2026-04-11T23:05:20+00:00, [from oncourt_today fallback],,,,5,non_policy,Challenger,,
2026-04-11,23:04:37,Ryuki Matsuda,Daniil Ostapenkov,Hard,ATP250,high,,,1.98,1.8,17.76,-27.05,P1+,17.76,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.5,1.98,settled,P1+,WIN,1,2026-04-12,68301,84040,84040,68301,2026-04-12T09:15:39+00:00,,,,,-3,non_policy,Challenger,,
2026-04-11,23:04:37,Wishaya Trongcharoenchaikul,Mitsuki Wei Kang Leong,Hard,ATP250,high,,,1.943,1.826,12.27,-22.91,P1+,12.27,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.5,1.943,settled,P2-,LOSS,0,2026-04-12,21332,95918,95918,21332,2026-04-12T23:11:04+00:00,,,,,-7,non_policy,Challenger,,
2026-04-11,23:04:37,Qian Sun,Yuta Kikuchi,Hard,ATP250,medium,2.17,1.85,3.14,1.353,44.7,-26.86,P1,44.7,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-12,68996,50250,50250,68996,2026-04-12T09:15:39+00:00,,,,,,,Challenger,,
2026-04-11,23:04:37,Leo Vithoontien,Yusuke Kusuhara,Hard,ATP250,medium,,,1.885,1.885,-21.34,9.84,P2-,9.84,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,0.0,1.885,settled,P1+,LOSS,0,2026-04-12,94765,77191,94765,77191,2026-04-12T09:15:39+00:00,,,,,5,non_policy,Challenger,,
2026-04-11,23:04:37,Sora Fukuda,Enzo Aguiard,Hard,ATP250,medium,2.14,1.88,2.7,1.459,26.17,-22.39,P1,26.17,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-12,29149,102670,102670,29149,2026-04-12T23:11:04+00:00,,,,,,,Challenger,,
2026-04-11,23:04:37,Sora Fukuda,Enzo Aguiard,Hard,ATP250,medium,,,1.8,1.971,17.8,-31.89,P1+,17.8,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,3.5,1.8,settled,P2-,LOSS,0,2026-04-12,29149,102670,102670,29149,2026-04-12T23:11:04+00:00,,,,,-5,non_policy,Challenger,,
2026-04-11,23:04:37,Khumoun Sultanov,Yuki Mochizuki,Hard,ATP250,high,2.39,1.72,1.302,3.46,-45.52,101.16,P2,101.16,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-12,28774,51081,28774,51081,2026-04-12T09:15:39+00:00,,,,,,,Challenger,,
2026-04-12,23:09:50,Taro Daniel,Patrick Zahraj,Hard,ATP250,high,1.52,2.94,1.264,3.97,-16.84,35.03,P2,35.03,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P1,LOSS,0,2026-04-13,20648,48011,20648,48011,2026-04-13T23:01:17+00:00,,,,,,,Challenger,,
2026-04-12,23:09:50,James Kent Trotter,Kasidit Samrej,Hard,ATP250,high,2.26,1.79,1.524,2.59,-32.57,44.69,P2,44.69,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,WIN,1,2026-04-13,62166,55656,55656,62166,2026-04-13T23:01:17+00:00,,,,,,,Challenger,,
2026-04-12,09:15:02,Daniil Ostapenkov,Yuta Kikuchi,Hard,ATP250,high,,,1.885,1.885,-27.72,16.22,P2-,16.22,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-3.0,1.885,settled,P1+,LOSS,0,2026-04-13,84040,50250,84040,50250,2026-04-13T23:01:17+00:00,,,,,8,non_policy,Challenger,,
2026-04-12,23:09:50,Kokoro Isomura,Leo Vithoontien,Hard,ATP250,high,2.65,1.6,1.667,2.19,-37.09,36.87,P2,36.87,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,WIN,1,2026-04-13,84556,94765,94765,84556,2026-04-13T23:01:17+00:00,,,,,,,Challenger,,
2026-04-12,23:09:50,Alex Bolt,James McCabe,Hard,ATP250,high,,,1.943,1.893,38.59,-45.72,P1+,38.59,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-1.5,1.943,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,non_policy,Challenger,,
2026-04-12,23:09:50,Bu Yunchaokete,Yunseong Chung,Hard,ATP250,medium,,,1.826,2.02,-94.77,96.22,P2-,96.22,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-5.5,2.02,settled,P1+,LOSS,0,2026-04-13,61667,28742,61667,28742,2026-04-13T23:01:17+00:00,,,,,7,non_policy,Challenger,,
2026-04-12,23:09:50,Liam Broady,Murphy Cassone,Hard,ATP250,high,1.33,4.07,1.633,2.35,22.78,-42.26,P1,22.78,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,,Challenger,,
2026-04-12,23:09:50,Liam Broady,Murphy Cassone,Hard,ATP250,high,,,1.901,1.935,22.08,-30.76,P1+,22.08,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-2.5,1.901,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,non_policy,Challenger,,
2026-04-12,23:09:50,Yu Hsiou Hsu,Adam Walton,Hard,ATP250,high,1.82,2.22,3.23,1.372,77.47,-38.2,P1,77.47,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,settled,P2,LOSS,0,2026-04-13,45979,47752,47752,45979,2026-04-13T23:01:17+00:00,,,,,,,Challenger,,
2026-04-12,23:09:50,Yu Hsiou Hsu,Adam Walton,Hard,ATP250,high,,,1.82,2.03,38.12,-51.06,P1+,38.12,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,4.0,1.82,settled,P2-,LOSS,0,2026-04-13,45979,47752,47752,45979,2026-04-13T23:01:17+00:00,,,,,-6,non_policy,Challenger,,
2026-04-12,23:09:50,Tung-Lin Wu,Pawit Sornlaksup,Hard,ATP250,high,,,1.833,1.99,-80.68,78.02,P2-,78.02,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-6.0,1.99,settled,P1+,LOSS,0,2026-04-13,29953,66045,29953,66045,2026-04-13T23:01:17+00:00,,,,,8,non_policy,Challenger,,
2026-04-12,23:09:50,Taro Daniel,Patrick Zahraj,Hard,ATP250,high,,,2.05,1.787,-60.22,44.03,P2-,44.03,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-5.0,1.787,settled,P2-,WIN,1,2026-04-13,20648,48011,20648,48011,2026-04-13T23:01:17+00:00,,,,,4,non_policy,Challenger,,
2026-04-12,23:09:50,Alexis Galarneau,Kaichi Uchida,Hard,ATP250,high,1.62,2.6,1.33,3.48,-17.9,33.85,P2,33.85,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,,Challenger,,
2026-04-12,23:09:50,Alexis Galarneau,Kaichi Uchida,Hard,ATP250,high,,,1.877,1.962,-46.77,40.56,P2-,40.56,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.0,1.962,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,non_policy,Challenger,,
2026-04-12,23:09:50,Alastair Gray,Alexandr Binda,Hard,ATP250,high,,,1.769,2.05,-39.68,35.1,P2-,35.1,2.0,200.0,flat_spread,spread,base,,,,False,False,False,none,none,profile,volume_200,-4.5,2.05,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,non_policy,Challenger,,
2026-04-12,23:09:50,Uisung Park,Beibit Zhukayev,Hard,ATP250,high,1.57,2.76,3.27,1.365,108.28,-50.54,P1,108.28,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,profile,volume_200,,,pending,,,,,,,,,,Match still present in local today_atp schedule; awaiting completed result,,,,,,Challenger,,
