captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-09-15T13:37:33Z,2026-09-19,72513208,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Eintracht Frankfurt,SC Freiburg,Eintracht Frankfurt,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-19,72513208,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Eintracht Frankfurt,SC Freiburg,Eintracht Frankfurt,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-19,72513208,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Eintracht Frankfurt,SC Freiburg,SC Freiburg,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Away
2026-09-15T13:37:33Z,2026-09-19,72513208,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Eintracht Frankfurt,SC Freiburg,SC Freiburg,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Away
2026-09-15T13:37:33Z,2026-09-19,72513210,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,FSV Mainz,FSV Mainz,TEAM_SHOTS,13.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-09-15T13:37:33Z,2026-09-19,72513210,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,FSV Mainz,FSV Mainz,TEAM_SHOTS,13.5,under,2.0000,odds_api_io,market=Total Shots Away
2026-09-15T13:37:33Z,2026-09-19,72513210,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,FSV Mainz,Borussia Monchengladbach,TEAM_SHOTS,12.5,over,1.7270,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-19,72513210,2026-09-19T13:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,FSV Mainz,Borussia Monchengladbach,TEAM_SHOTS,12.5,under,2.0000,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-18,72513202,2026-09-18T18:30:00Z,live_capture,Bet365,Bundesliga,Bayern Munich,Union Berlin,Bayern Munich,TEAM_SHOTS,20.5,over,1.8000,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-18,72513202,2026-09-18T18:30:00Z,live_capture,Bet365,Bundesliga,Bayern Munich,Union Berlin,Bayern Munich,TEAM_SHOTS,20.5,under,1.9090,odds_api_io,market=Total Shots Home
2026-09-15T13:37:33Z,2026-09-18,72513202,2026-09-18T18:30:00Z,live_capture,Bet365,Bundesliga,Bayern Munich,Union Berlin,Union Berlin,TEAM_SHOTS,8.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-09-15T13:37:33Z,2026-09-18,72513202,2026-09-18T18:30:00Z,live_capture,Bet365,Bundesliga,Bayern Munich,Union Berlin,Union Berlin,TEAM_SHOTS,8.5,under,2.0000,odds_api_io,market=Total Shots Away
