captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-09-12T18:30:28Z,2026-09-13,72036172,2026-09-13T15:15:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,Racing Club De Lens,Racing Club De Lens,TEAM_SHOTS,15.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-13,72036172,2026-09-13T15:15:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,Racing Club De Lens,Racing Club De Lens,TEAM_SHOTS,15.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-13,72036172,2026-09-13T15:15:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,Racing Club De Lens,Le Mans FC,TEAM_SHOTS,9.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-13,72036172,2026-09-13T15:15:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,Racing Club De Lens,Le Mans FC,TEAM_SHOTS,9.5,under,1.7270,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036166,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,OGC Nice,AJ Auxerre,TEAM_SHOTS,12.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036166,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,OGC Nice,AJ Auxerre,TEAM_SHOTS,12.5,under,1.8000,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036166,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,OGC Nice,OGC Nice,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036166,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,OGC Nice,OGC Nice,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036170,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Le Havre AC,Angers SCO,Le Havre AC,TEAM_SHOTS,15.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036170,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Le Havre AC,Angers SCO,Le Havre AC,TEAM_SHOTS,15.5,under,1.8000,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036170,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Le Havre AC,Angers SCO,Angers SCO,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036170,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Le Havre AC,Angers SCO,Angers SCO,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036176,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,FC Lorient,Toulouse FC,FC Lorient,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036176,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,FC Lorient,Toulouse FC,FC Lorient,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Total Shots Home
2026-09-12T18:30:28Z,2026-09-12,72036176,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,FC Lorient,Toulouse FC,Toulouse FC,TEAM_SHOTS,11.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036176,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,FC Lorient,Toulouse FC,Toulouse FC,TEAM_SHOTS,11.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036178,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Paris FC,Olympique Lyon,Olympique Lyon,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-09-12T18:30:28Z,2026-09-12,72036178,2026-09-12T18:45:00Z,live_capture,Bet365,Ligue 1,Paris FC,Olympique Lyon,Olympique Lyon,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Total Shots Away
