captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-09-16T14:21:46Z,2026-09-16,72478568,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,CA Osasuna,Atletico Madrid,TEAM_SHOTS,16.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478568,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,CA Osasuna,Atletico Madrid,TEAM_SHOTS,16.5,under,1.8000,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478568,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,CA Osasuna,CA Osasuna,TEAM_SHOTS,8.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478568,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,CA Osasuna,CA Osasuna,TEAM_SHOTS,8.5,under,1.8330,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478572,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,RC Deportivo de A Coruna,Sevilla FC,Sevilla FC,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478572,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,RC Deportivo de A Coruna,Sevilla FC,Sevilla FC,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478572,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,RC Deportivo de A Coruna,Sevilla FC,RC Deportivo de A Coruna,TEAM_SHOTS,11.5,over,1.7270,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478572,2026-09-16T17:00:00Z,live_capture,Bet365,La Liga,RC Deportivo de A Coruna,Sevilla FC,RC Deportivo de A Coruna,TEAM_SHOTS,11.5,under,2.0000,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478576,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,FC Barcelona,Racing Santander,FC Barcelona,TEAM_SHOTS,22.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478576,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,FC Barcelona,Racing Santander,FC Barcelona,TEAM_SHOTS,22.5,under,1.8000,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478576,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,FC Barcelona,Racing Santander,Racing Santander,TEAM_SHOTS,6.5,over,1.6660,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478576,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,FC Barcelona,Racing Santander,Racing Santander,TEAM_SHOTS,6.5,under,2.1000,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478578,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,Levante UD,Athletic Bilbao,Athletic Bilbao,TEAM_SHOTS,13.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478578,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,Levante UD,Athletic Bilbao,Athletic Bilbao,TEAM_SHOTS,13.5,under,1.8330,odds_api_io,market=Total Shots Away
2026-09-16T14:21:46Z,2026-09-16,72478578,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,Levante UD,Athletic Bilbao,Levante UD,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-09-16T14:21:46Z,2026-09-16,72478578,2026-09-16T19:30:00Z,live_capture,Bet365,La Liga,Levante UD,Athletic Bilbao,Levante UD,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Home
