captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-05-16T14:25:14Z,2026-05-17,61624672,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Oviedo,Deportivo Alaves,Deportivo Alaves,TEAM_SHOTS,14.5,over,2.0000,odds_api_io,market=Team Shots Away
2026-05-16T14:25:14Z,2026-05-17,61624672,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Oviedo,Deportivo Alaves,Deportivo Alaves,TEAM_SHOTS,14.5,under,1.7270,odds_api_io,market=Team Shots Away
2026-05-16T14:25:14Z,2026-05-17,61624672,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Oviedo,Deportivo Alaves,Real Oviedo,TEAM_SHOTS,10.5,over,1.8000,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624672,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Oviedo,Deportivo Alaves,Real Oviedo,TEAM_SHOTS,10.5,under,1.9090,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624670,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Sociedad San Sebastian,Valencia CF,Real Sociedad San Sebastian,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624670,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Sociedad San Sebastian,Valencia CF,Real Sociedad San Sebastian,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624670,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Sociedad San Sebastian,Valencia CF,Valencia CF,TEAM_SHOTS,11.5,over,1.8000,odds_api_io,market=Team Shots Away
2026-05-16T14:25:14Z,2026-05-17,61624670,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,Real Sociedad San Sebastian,Valencia CF,Valencia CF,TEAM_SHOTS,11.5,under,1.9090,odds_api_io,market=Team Shots Away
2026-05-16T14:25:14Z,2026-05-17,61624674,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,CA Osasuna,Espanyol Barcelona,CA Osasuna,TEAM_SHOTS,13.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624674,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,CA Osasuna,Espanyol Barcelona,CA Osasuna,TEAM_SHOTS,13.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-05-16T14:25:14Z,2026-05-17,61624674,2026-05-17T17:00:00Z,live_capture,Bet365,La Liga,CA Osasuna,Espanyol Barcelona,Espanyol Barcelona,TEAM_SHOTS,10.5,over,2.0000,odds_api_io,market=Team Shots Away
