captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-09-15T13:37:31Z,2026-09-19,72221286,2026-09-19T14:00:00Z,live_capture,Bet365,Premier League,Newcastle United,Hull City,Hull City,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-09-15T13:37:31Z,2026-09-19,72221286,2026-09-19T14:00:00Z,live_capture,Bet365,Premier League,Newcastle United,Hull City,Hull City,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Total Shots Away
2026-09-15T13:37:31Z,2026-09-19,72221286,2026-09-19T14:00:00Z,live_capture,Bet365,Premier League,Newcastle United,Hull City,Newcastle United,TEAM_SHOTS,15.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-09-15T13:37:31Z,2026-09-19,72221286,2026-09-19T14:00:00Z,live_capture,Bet365,Premier League,Newcastle United,Hull City,Newcastle United,TEAM_SHOTS,15.5,under,1.7270,odds_api_io,market=Total Shots Home
2026-09-15T13:37:31Z,2026-09-19,72221288,2026-09-19T16:30:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Coventry City,Nottingham Forest,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-09-15T13:37:31Z,2026-09-19,72221288,2026-09-19T16:30:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Coventry City,Nottingham Forest,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-09-15T13:37:31Z,2026-09-19,72221288,2026-09-19T16:30:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Coventry City,Coventry City,TEAM_SHOTS,10.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-09-15T13:37:31Z,2026-09-19,72221288,2026-09-19T16:30:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Coventry City,Coventry City,TEAM_SHOTS,10.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-09-15T13:37:31Z,2026-09-20,72221284,2026-09-20T13:00:00Z,live_capture,Bet365,Premier League,Manchester City,Sunderland AFC,Manchester City,TEAM_SHOTS,16.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-15T13:37:31Z,2026-09-20,72221284,2026-09-20T13:00:00Z,live_capture,Bet365,Premier League,Manchester City,Sunderland AFC,Manchester City,TEAM_SHOTS,16.5,under,1.8000,odds_api_io,market=Total Shots Home
