generated_at_utc,feature_as_of,date,tour,tournament,round,surface,player1,player2,player1_mean,player2_mean,p_player1,p_draw,p_player2,fair_player1,fair_draw,fair_player2,a0_p_player1,a0_p_draw,a0_p_player2,probability_l1_delta,quote_status,quote_reason,predicted_outcome,player1_rank,player2_rank,player1_rank_source,player2_rank_source,player1_id,player2_id,evidence_tier,live_parity_status,live_feature_count,model,scope,notes
2026-07-29T21:16:18+00:00,2026-07-29,2026-07-30,ATP,Washington,R16,Hard,Alex Michelsen,Adrian Mannarino,,,0.677309,0.110240,0.212451,1.476,9.071,4.707,0.599365,0.090515,0.310120,0.195337,READY,,P1,41,44,sackmann_latest,sackmann_latest,210506,105173,RECENT,EXACT_REGISTERED_FEATURES,58,most_aces_direct_1x2_v1,ATP_HARD_CLAY_PROSPECTIVE_SHADOW,DIRECT_1X2_PROSPECTIVE_SHADOW|OUTCOME_ONLY_NO_PRICE_NO_ROI_NO_CLV
2026-07-29T21:16:18+00:00,2026-07-29,2026-07-30,ATP,Washington,R16,Hard,Brandon Nakashima,Jakub Mensik,,,0.174602,0.069639,0.755759,5.727,14.360,1.323,0.207886,0.053955,0.738159,0.066568,READY,,P2,32,28,sackmann_latest,sackmann_latest,206909,210150,RECENT,EXACT_REGISTERED_FEATURES,58,most_aces_direct_1x2_v1,ATP_HARD_CLAY_PROSPECTIVE_SHADOW,DIRECT_1X2_PROSPECTIVE_SHADOW|OUTCOME_ONLY_NO_PRICE_NO_ROI_NO_CLV
2026-07-29T21:16:18+00:00,2026-07-29,2026-07-30,ATP,Washington,R16,Hard,Rafael Jodar,Kei Nishikori,,,0.688682,0.083279,0.228039,1.452,12.008,4.385,0.546570,0.125732,0.327698,0.284224,COVERAGE_GAP_ESTIMATE,P2_ACTIVITY_COVERAGE_GAP_14M_963SVPT_L12M,P1,34,464,sackmann_latest,sackmann_latest,212588,105453,RECENT,EXACT_REGISTERED_FEATURES,58,most_aces_direct_1x2_v1,ATP_HARD_CLAY_PROSPECTIVE_SHADOW,DIRECT_1X2_PROSPECTIVE_SHADOW|OUTCOME_ONLY_NO_PRICE_NO_ROI_NO_CLV
2026-07-29T21:16:18+00:00,2026-07-29,2026-07-30,ATP,Washington,R16,Hard,Terence Atmane,Alejandro Tabilo,,,0.747892,0.063701,0.188407,1.337,15.698,5.308,0.733643,0.059387,0.206970,0.037126,READY,,P1,51,35,sackmann_latest,sackmann_latest,209279,126214,RECENT,EXACT_REGISTERED_FEATURES,58,most_aces_direct_1x2_v1,ATP_HARD_CLAY_PROSPECTIVE_SHADOW,DIRECT_1X2_PROSPECTIVE_SHADOW|OUTCOME_ONLY_NO_PRICE_NO_ROI_NO_CLV
2026-07-29T21:16:18+00:00,2026-07-29,2026-07-30,ATP,Washington,R16,Hard,Ugo Humbert,Ben Shelton,,,0.243861,0.060001,0.696138,4.101,16.666,1.436,0.301147,0.073975,0.624878,0.142521,READY,,P2,34,6,sackmann_latest,sackmann_latest,200005,210097,RECENT,EXACT_REGISTERED_FEATURES,58,most_aces_direct_1x2_v1,ATP_HARD_CLAY_PROSPECTIVE_SHADOW,DIRECT_1X2_PROSPECTIVE_SHADOW|OUTCOME_ONLY_NO_PRICE_NO_ROI_NO_CLV
