generated_at_utc,date,tour,tournament,round,surface,player1,player2,player1_mean,player2_mean,alpha1,alpha2,rho,p_player1,p_draw,p_player2,fair_player1,fair_draw,fair_player2,player1_confidence,player2_confidence,player1_name_resolution,player2_name_resolution,player1_l12m_matches,player2_l12m_matches,player1_l12m_svpt,player2_l12m_svpt,player1_l24m_matches,player2_l24m_matches,player1_l24m_svpt,player2_l24m_svpt,player1_career4y_matches,player2_career4y_matches,player1_career4y_svpt,player2_career4y_svpt,player1_activity_l12m_matches,player2_activity_l12m_matches,player1_activity_l12m_svpt,player2_activity_l12m_svpt,player1_activity_l12m_qual_chall_matches,player2_activity_l12m_qual_chall_matches,player1_evidence_tier,player2_evidence_tier,quote_status,quote_reason,model,scope,notes
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Los Cabos,R16,Hard,Edward Winter,Jenson Brooksby,4.166,4.035,0.180034,0.180034,0.2200,0.449585,0.131165,0.419250,,,,LOW,MED,unresolved,exact,0,24,0,1810,0,32,0,2470,0,54,0,4176,30,30,2170,2238,30,2,INSUFFICIENT,RECENT,BLOCKED_INPUT_QUALITY,P1_NAME_UNRESOLVED|P1_INSUFFICIENT_HISTORY|P2_OPPONENT_DATA_MISSING,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY|BLOCKED_INPUT_QUALITY
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Washington,R16,Hard,Alex Michelsen,Adrian Mannarino,7.140,5.404,0.180034,0.180034,0.2200,0.599365,0.090515,0.310120,1.668,11.048,3.225,MED,MED,exact,exact,31,28,2378,2261,83,54,6404,4339,108,135,8475,10490,41,44,3027,3291,1,10,RECENT,RECENT,READY,,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Washington,R16,Hard,Brandon Nakashima,Jakub Mensik,7.237,11.931,0.180034,0.180034,0.2200,0.207886,0.053955,0.738159,4.810,18.534,1.355,MED,MED,exact,exact,34,32,2661,2613,83,71,6221,6121,135,87,10056,7529,41,38,3130,3004,0,0,RECENT,RECENT,READY,,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Washington,R16,Hard,Rafael Jodar,Kei Nishikori,4.676,3.701,0.180034,0.180034,0.2200,0.546570,0.125732,0.327698,1.830,7.953,3.052,MED,MED,exact,exact,14,1,1002,73,14,23,1002,1783,14,27,1002,2050,81,14,5052,963,49,13,RECENT,COVERAGE_GAP,COVERAGE_GAP_ESTIMATE,P2_ACTIVITY_COVERAGE_GAP_14M_963SVPT_L12M,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY|COVERAGE_GAP_ESTIMATE
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Washington,R16,Hard,Terence Atmane,Alejandro Tabilo,10.914,6.591,0.180034,0.180034,0.2200,0.733643,0.059387,0.206970,1.363,16.839,4.832,MED,MED,exact,exact,25,22,1780,1624,29,47,2099,3735,36,70,2677,5538,43,71,3065,5092,9,31,RECENT,RECENT,READY,,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY
2026-07-29T17:39:08+00:00,2026-07-30,ATP,Washington,R16,Hard,Ugo Humbert,Ben Shelton,6.689,9.018,0.180034,0.180034,0.2200,0.301147,0.073975,0.624878,3.321,13.518,1.600,MED,MED,exact,exact,34,31,2414,2498,71,86,5255,7069,138,144,10431,12181,42,42,3051,3438,0,0,RECENT,RECENT,READY,,v3_aces_gaussian_copula_nb2_evidence_tiers_v3,ATP_HARD_CLAY_SHADOW,CORRELATED_COUNTS|MOST_ACES_RESEARCH_ONLY
