player1_name,player2_name,odds1,odds2,pinnacle_margin,ou_line,ou_over,ou_under,spread_line,spread_odds1,spread_odds2,league,league_name
Carlos Alcaraz,Cameron Norrie,1.048,15.77,1.76,19.5,1.952,1.935,-5.5,1.847,2.05,ATP,ATP Indian Wells - QF
Jack Draper,Daniil Medvedev,2.57,1.575,2.4,22.5,1.901,1.99,2.5,1.952,1.935,ATP,ATP Indian Wells - QF
Arthur Cazaux,Nikoloz Basilashvili,1.439,2.91,3.86,22.0,1.847,1.99,-3.0,1.885,1.952,Challenger,ATP Challenger Phoenix - R16
Corentin Moutet,Quentin Halys,1.625,2.36,3.91,22.5,1.909,1.926,-2.0,1.935,1.901,Challenger,ATP Challenger Phoenix - R16
Mariano Navone,Shintaro Mochizuki,1.613,2.42,3.32,21.5,1.885,1.971,-3.0,1.98,1.877,Challenger,ATP Challenger Cap Cana - R16
Miomir Kecmanovic,Mackenzie McDonald,1.463,2.85,3.44,22.0,1.862,1.99,-3.0,1.901,1.952,Challenger,ATP Challenger Cap Cana - R16
Roberto Bautista Agut,Valentin Royer,1.855,2.03,3.17,22.0,1.847,2.01,-0.5,1.926,1.926,Challenger,ATP Challenger Cap Cana - R16
