league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
serie-a,2026-2027,22/08/2026,Inter,Monza,4,1,13,7,5,3,3,3,5,14,2,2,0,0,H,1,1,D,1.2,7,13,1.22,6.75,12.5,1.62,2.3,2.03,1.78,1.14,8.5,17,1.17,8,15.5,1.5,2.63,1.73,2.08
serie-a,2026-2027,22/08/2026,Udinese,Como,1,1,17,20,3,6,1,10,13,11,3,0,0,0,D,1,0,H,4.5,3.6,1.83,4.5,3.4,1.85,2.2,1.67,2.03,1.83,5.25,3.7,1.7,5,3.6,1.73,2.03,1.83,1.93,1.93
serie-a,2026-2027,22/08/2026,Genoa,Napoli,0,2,11,13,2,4,5,5,10,8,2,1,0,0,A,0,0,D,4.5,3.4,1.9,4.5,3.3,1.87,2.3,1.62,1.98,1.88,4,3.1,2.05,3.8,3,2.15,2.63,1.5,1.78,2.1
serie-a,2026-2027,22/08/2026,Parma,Cagliari,0,1,13,14,2,5,3,2,6,20,0,2,0,0,A,0,0,D,2.5,3,3.1,2.45,2.95,3,2.5,1.53,1.78,2.1,2.9,2.88,2.7,2.9,2.75,2.75,3,1.4,2,1.85
serie-a,2026-2027,23/08/2026,Frosinone,Juventus,0,1,11,20,2,5,3,12,15,18,2,2,0,0,A,0,1,A,8,4.2,1.45,7,4.5,1.44,1.83,2.03,1.8,2.05,6.25,4.75,1.45,6.5,4.75,1.44,1.57,2.38,1.85,2
serie-a,2026-2027,23/08/2026,Venezia,Lecce,0,2,19,12,7,5,5,3,8,12,1,3,0,0,A,0,0,D,2.25,3.1,3.6,2.25,3.2,3.3,2.3,1.62,1.9,1.95,1.8,3.5,4.5,1.82,3.6,4.33,1.91,1.91,1.75,2.05
serie-a,2026-2027,23/08/2026,Atalanta,Sassuolo,2,1,14,22,7,8,4,4,9,10,0,0,0,0,H,1,0,H,1.53,4.1,6.5,1.51,4.5,5.75,1.67,2.2,1.88,1.98,1.55,4.2,5.75,1.51,4.5,6,1.67,2.2,1.9,1.95
serie-a,2026-2027,23/08/2026,Torino,Milan,1,2,8,19,1,4,2,4,10,9,0,1,0,0,A,0,0,D,4.75,3.6,1.75,4.4,3.6,1.8,1.93,1.93,1.85,2,4.33,3.4,1.85,4.5,3.3,1.87,2.2,1.67,1.98,1.88
serie-a,2026-2027,24/08/2026,Bologna,Lazio,0,1,14,10,5,3,8,6,18,19,4,4,0,0,A,0,0,D,2.2,3.2,3.5,2.2,3.2,3.4,2.2,1.67,1.88,1.98,2.6,3,3,2.45,2.9,3.2,2.38,1.57,2.15,1.68
serie-a,2026-2027,24/08/2026,Roma,Fiorentina,4,0,17,9,8,4,2,3,15,11,2,2,0,0,H,1,0,H,1.57,4.1,5.75,1.58,4,5.75,1.88,1.98,2,1.85,1.73,3.75,4.75,1.72,3.75,4.8,1.91,1.91,1.98,1.88
