league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
ligue-1,2026-2027,21/08/2026,Marseille,Strasbourg,4,0,14,5,8,2,3,4,6,12,1,2,0,1,H,0,0,D,1.73,4.1,4.33,1.73,4.1,4.33,1.57,2.38,1.93,1.93,1.75,4.1,4.2,1.72,4.1,4.33,1.57,2.38,1.98,1.88
ligue-1,2026-2027,22/08/2026,Lens,Auxerre,5,2,12,10,9,4,4,7,6,21,1,1,0,1,H,1,0,H,1.55,4.5,5.25,1.58,4.33,5.25,1.67,2.2,1.95,1.9,1.42,4.5,7.5,1.44,4.75,6.75,1.67,2.2,1.93,1.93
ligue-1,2026-2027,22/08/2026,Le Mans,Brest,2,2,8,26,5,7,1,10,14,12,1,1,0,0,D,1,1,D,2.55,3.4,2.7,2.55,3.4,2.65,1.88,1.98,1.88,1.98,2.5,3.3,2.8,2.45,3.3,2.8,1.98,1.88,1.8,2.05
ligue-1,2026-2027,22/08/2026,Nice,Lorient,0,0,14,10,1,2,9,3,15,8,1,0,0,0,D,0,0,D,2.1,3.5,3.4,2.1,3.6,3.3,1.85,2,1.83,2.03,2.3,3.3,3.2,2.3,3.2,3.2,2.1,1.73,2,1.85
ligue-1,2026-2027,22/08/2026,Toulouse,Lyon,0,2,17,11,2,3,6,5,15,15,1,2,0,0,A,0,0,D,2.8,3.4,2.5,2.7,3.5,2.45,1.83,2.03,2.03,1.83,2.2,3.5,3.2,2.25,3.4,3.1,1.88,1.98,1.93,1.93
ligue-1,2026-2027,22/08/2026,Troyes,Paris FC,0,0,9,10,2,1,6,2,8,14,2,1,0,0,D,0,0,D,3.1,3.4,2.3,2.9,3.5,2.3,1.73,2.1,1.88,1.98,3.5,3.4,2.1,3.3,3.5,2.1,1.8,2,1.75,2.05
ligue-1,2026-2027,23/08/2026,Angers,Lille,0,2,20,11,2,8,8,3,11,13,2,2,0,0,A,0,2,A,5,3.7,1.7,5,3.6,1.71,2.03,1.83,1.93,1.93,5,3.6,1.73,4.75,3.6,1.77,2.1,1.73,1.88,1.98
ligue-1,2026-2027,23/08/2026,Le Havre,Monaco,0,1,15,15,4,7,7,4,13,12,3,2,0,0,A,0,1,A,3.6,4,1.91,3.7,3.9,1.88,1.57,2.38,1.98,1.88,4.2,3.5,1.9,3.9,3.5,1.93,2.03,1.83,1.95,1.9
ligue-1,2026-2027,23/08/2026,Rennes,Paris SG,2,2,9,19,3,5,0,10,7,6,2,2,0,0,D,2,0,H,5.75,4.75,1.5,5.5,4.5,1.52,1.44,2.75,2.05,1.75,6,5,1.45,5.75,4.75,1.49,1.4,3,1.88,1.98
ligue-1,2026-2027,28/08/2026,Lille,Paris SG,2,2,9,18,4,4,0,5,11,7,2,1,0,0,D,1,0,H,5,3.8,1.7,4.75,3.9,1.71,1.8,2,1.98,1.88,4.5,3.8,1.73,4.4,3.9,1.73,1.73,2.1,1.9,1.95
ligue-1,2026-2027,29/08/2026,Strasbourg,Lens,2,1,16,17,7,7,3,6,10,11,2,2,0,0,H,0,1,A,3.5,3.6,2.05,3.4,3.7,2.05,1.67,2.2,1.75,2.05,3.9,3.8,1.85,3.8,3.8,1.88,1.57,2.38,1.98,1.88
ligue-1,2026-2027,29/08/2026,Auxerre,Angers,1,3,20,15,7,6,7,10,16,6,3,2,0,0,A,1,1,D,1.95,3.5,4.1,1.93,3.5,3.9,2.03,1.83,1.95,1.9,2.2,3.3,3.4,2.15,3.3,3.4,2.1,1.73,1.9,1.95
ligue-1,2026-2027,29/08/2026,Brest,Toulouse,2,2,26,6,7,2,7,2,19,18,2,3,0,0,D,1,1,D,2.63,3.4,2.63,2.6,3.4,2.6,2,1.85,1.93,1.93,2.35,3.4,2.9,2.4,3.4,2.87,1.95,1.9,1.73,2.08
ligue-1,2026-2027,29/08/2026,Lorient,Troyes,1,2,15,11,6,2,2,5,9,11,0,0,0,0,A,0,2,A,1.8,3.6,4.5,1.85,3.6,4.1,2.05,1.8,1.85,2,1.95,3.3,4.2,1.95,3.3,4.1,2.2,1.67,1.95,1.9
ligue-1,2026-2027,29/08/2026,Lyon,Le Havre,1,1,16,12,5,4,5,5,7,16,0,2,0,0,D,0,0,D,1.44,4.5,7,1.49,4.5,6.25,1.73,2.1,1.75,2.05,1.4,5,7,1.44,4.75,6.75,1.67,2.2,1.9,1.95
ligue-1,2026-2027,30/08/2026,Paris FC,Nice,3,0,15,15,4,4,2,4,7,7,0,1,0,0,H,1,0,H,2.05,3.3,3.8,2.05,3.4,3.6,2.1,1.73,2.08,1.73,1.95,3.4,4,1.95,3.5,3.9,2.05,1.8,1.93,1.93
ligue-1,2026-2027,30/08/2026,Rennes,Le Mans,3,2,22,12,8,5,8,6,15,15,3,2,0,1,H,2,1,H,1.44,5,6.5,1.44,4.75,6.75,1.57,2.38,1.93,1.93,1.38,5.25,7,1.38,5.25,7.5,1.5,2.63,1.93,1.93
ligue-1,2026-2027,30/08/2026,Monaco,Marseille,2,0,11,13,5,2,5,7,9,10,4,0,0,0,H,1,0,H,2.4,3.7,2.75,2.4,3.7,2.65,1.57,2.38,1.8,2.05,2.2,3.5,3.2,2.2,3.5,3.1,1.73,2.1,1.93,1.93
ligue-1,2026-2027,03/09/2026,Toulouse,Lille,0,1,24,10,10,6,6,2,16,9,1,0,0,0,A,0,0,D,3.25,3.25,2.15,3.4,3.4,2.1,2,1.8,1.98,1.88,3.6,3.5,2.05,,,,1.91,1.91,1.8,2.05
ligue-1,2026-2027,04/09/2026,Lyon,Auxerre,3,1,21,8,7,3,9,5,11,8,2,2,0,0,H,2,1,H,1.42,4.5,7.5,1.46,4.6,6.5,1.62,2.3,1.93,1.93,1.42,5,6.5,1.39,5.25,7,1.44,2.75,1.88,1.98
ligue-1,2026-2027,04/09/2026,Paris SG,Monaco,1,2,23,4,10,2,6,0,9,11,1,1,0,0,A,1,0,H,1.33,5.75,7.5,1.35,5.75,7,1.36,3.2,1.88,1.98,1.3,5.75,8,1.34,5.75,7.5,1.36,3.2,1.78,2.03
ligue-1,2026-2027,05/09/2026,Lens,Lorient,0,1,17,8,6,3,8,0,18,6,4,1,1,0,A,0,0,D,1.45,4.33,7,1.47,4.6,6.25,1.62,2.3,2.05,1.8,1.5,4.33,6.25,,,,1.67,2.2,1.83,2.03
ligue-1,2026-2027,05/09/2026,Le Havre,Brest,1,2,18,19,4,9,5,5,15,18,1,1,1,0,A,0,1,A,2.63,3.25,2.7,2.55,3.25,2.75,2.1,1.73,1.88,1.98,2.9,3.2,2.5,2.8,3.3,2.5,2.2,1.67,2.1,1.78
ligue-1,2026-2027,05/09/2026,Nice,Le Mans,1,1,8,8,2,3,5,2,4,11,2,2,0,0,D,1,1,D,1.85,3.6,4.33,1.83,3.7,4.2,1.91,1.91,1.85,2,1.62,4,5.25,1.65,4.1,4.8,1.67,2.2,1.8,2.05
ligue-1,2026-2027,06/09/2026,Troyes,Strasbourg,2,6,27,19,6,12,11,0,6,16,1,1,0,0,A,1,2,A,3.1,3.4,2.3,3,3.4,2.3,1.88,1.98,1.85,2,2.75,3.4,2.5,2.7,3.4,2.5,1.73,2.1,2.03,1.83
ligue-1,2026-2027,06/09/2026,Angers,Rennes,1,2,19,17,3,5,12,6,10,15,1,1,0,0,A,1,2,A,4,3.75,1.85,3.75,3.9,1.87,1.67,2.2,1.98,1.88,4.5,4,1.7,4.4,4.1,1.7,1.57,2.38,1.98,1.88
ligue-1,2026-2027,06/09/2026,Marseille,Paris FC,2,3,14,18,5,7,5,4,10,12,0,2,0,0,A,1,2,A,1.75,3.8,4.33,1.77,3.9,4.2,1.67,2.2,1.75,2.05,1.9,3.75,3.8,1.9,3.75,3.75,1.62,2.3,1.88,1.98
