league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
bundesliga,2025-2026,09/11/2025,Ein Frankfurt,Mainz,1,0,14,3,4,0,4,3,8,14,0,5,0,0,H,0,0,D,1.83,4,3.9,1.88,3.9,3.7,1.57,2.38,1.85,2,1.9,4,3.7,1.83,3.9,3.9,1.57,2.38,1.88,1.98
bundesliga,2025-2026,21/11/2025,Mainz,Hoffenheim,1,1,17,19,3,5,7,4,13,13,3,2,1,0,D,0,1,A,2.6,3.6,2.7,2.45,3.6,2.7,1.67,2.2,1.88,1.98,2.45,3.5,2.7,2.5,3.5,2.7,1.67,2.2,1.83,2.03
bundesliga,2025-2026,22/11/2025,Augsburg,Hamburg,1,0,13,15,6,6,4,3,13,10,2,3,1,0,H,0,0,D,2.35,3.5,2.9,2.3,3.6,2.95,1.73,2.1,2.05,1.8,2.5,3.4,2.8,2.4,3.4,2.85,1.8,2,1.8,2.05
bundesliga,2025-2026,22/11/2025,Bayern Munich,Freiburg,6,2,22,8,8,2,3,5,9,7,1,0,0,0,H,2,2,D,1.17,8,13,1.19,7.5,13.5,1.33,3.4,1.83,2.03,1.17,8,13,1.17,8,14.5,1.36,3.2,2,1.85
bundesliga,2025-2026,22/11/2025,Dortmund,Stuttgart,3,3,14,16,6,6,2,4,12,10,1,1,0,0,D,2,0,H,1.75,4,4.33,1.77,4.1,4,1.53,2.5,2,1.85,1.75,3.9,4.2,1.78,3.9,4.2,1.57,2.38,1.98,1.88
bundesliga,2025-2026,22/11/2025,Heidenheim,M'gladbach,0,3,7,16,2,4,4,5,13,12,2,0,0,0,A,0,1,A,3.2,3.6,2.15,3.1,3.6,2.15,1.67,2.2,1.95,1.9,3.4,3.6,2.05,3.1,3.6,2.15,1.67,2.2,2.05,1.8
bundesliga,2025-2026,22/11/2025,Wolfsburg,Leverkusen,1,3,21,7,10,3,9,1,12,7,2,1,0,0,A,0,3,A,3.5,3.75,2,3.4,3.75,2,1.62,2.3,1.85,2,3.4,3.8,2,3.4,3.8,2,1.5,2.63,1.85,2
bundesliga,2025-2026,22/11/2025,FC Koln,Ein Frankfurt,3,4,11,11,5,7,3,3,6,5,0,0,0,0,A,1,2,A,3,3.75,2.2,2.87,3.75,2.25,1.53,2.5,1.93,1.93,2.7,3.6,2.4,2.7,3.6,2.4,1.57,2.38,2.05,1.8
bundesliga,2025-2026,23/11/2025,RB Leipzig,Werder Bremen,2,0,22,15,13,6,13,7,5,7,1,2,0,0,H,0,0,D,1.45,5,6,1.46,5,5.75,1.33,3.4,1.88,1.98,1.53,4.75,5.25,1.51,4.8,5.25,1.33,3.4,1.83,2.03
bundesliga,2025-2026,23/11/2025,St Pauli,Union Berlin,0,1,12,8,3,3,8,2,10,8,1,1,0,0,A,0,1,A,2.45,3.3,2.9,2.4,3.25,2.95,2.1,1.73,1.78,2.1,2.63,3,2.9,2.6,3,2.95,2.63,1.5,1.83,2.03
bundesliga,2025-2026,28/11/2025,M'gladbach,RB Leipzig,0,0,8,20,1,4,5,6,9,9,0,3,0,0,D,0,0,D,2.88,3.7,2.3,2.85,3.8,2.25,1.44,2.75,1.85,2,2.8,3.75,2.25,2.85,3.8,2.25,1.5,2.63,1.83,2.03
bundesliga,2025-2026,29/11/2025,Bayern Munich,St Pauli,3,1,19,10,4,1,10,2,5,8,1,1,0,0,H,1,1,D,1.1,10,21,1.11,10.5,20,1.25,4,1.83,2.03,1.1,10,21,1.12,9.75,20,1.29,3.75,1.98,1.88
bundesliga,2025-2026,29/11/2025,Hoffenheim,Augsburg,3,0,17,14,3,4,7,2,17,9,1,0,0,0,H,3,0,H,1.67,4.33,4.5,1.7,4.1,4.4,1.53,2.5,1.83,2.03,1.73,4.2,4.2,1.72,4,4.4,1.57,2.38,1.93,1.93
bundesliga,2025-2026,29/11/2025,Union Berlin,Heidenheim,1,2,9,10,2,2,5,5,13,10,3,2,0,0,A,1,0,H,1.67,4,5,1.68,3.8,4.8,1.93,1.93,1.83,2.03,1.6,3.8,6.25,1.61,3.8,5.75,2.1,1.73,2.05,1.8
bundesliga,2025-2026,29/11/2025,Werder Bremen,FC Koln,1,1,17,10,4,2,4,0,11,11,2,4,1,0,D,1,0,H,2.25,3.8,2.9,2.25,3.8,2.87,1.53,2.5,1.98,1.88,2.15,3.8,3,2.2,3.7,3,1.57,2.38,1.88,1.98
bundesliga,2025-2026,29/11/2025,Leverkusen,Dortmund,1,2,14,7,4,4,10,3,7,9,3,4,0,0,A,0,1,A,2.55,3.6,2.63,2.5,3.7,2.6,1.57,2.38,1.88,1.98,2.7,3.6,2.45,2.6,3.6,2.5,1.57,2.38,2.03,1.83
bundesliga,2025-2026,30/11/2025,Hamburg,Stuttgart,2,1,9,14,2,3,4,6,16,12,2,4,1,0,H,1,0,H,3,3.75,2.2,3,3.7,2.2,1.53,2.5,1.93,1.93,2.7,3.5,2.45,2.7,3.5,2.45,1.67,2.2,2.03,1.83
bundesliga,2025-2026,30/11/2025,Ein Frankfurt,Wolfsburg,1,1,15,10,3,3,14,1,7,9,1,4,0,0,D,0,0,D,1.73,4.2,4.2,1.7,4.33,4.33,1.5,2.63,1.93,1.93,1.95,3.9,3.5,1.9,3.9,3.6,1.5,2.63,1.98,1.88
bundesliga,2025-2026,30/11/2025,Freiburg,Mainz,4,0,23,1,10,1,6,2,9,12,0,2,0,1,H,2,0,H,1.91,3.4,4.2,1.95,3.5,3.8,2,1.8,1.93,1.93,1.73,3.75,4.5,1.77,3.7,4.5,1.73,2.1,1.98,1.88
bundesliga,2025-2026,05/12/2025,Mainz,M'gladbach,0,1,8,14,2,5,8,6,12,4,2,1,0,0,A,0,0,D,2.55,3.4,2.63,2.45,3.4,2.75,1.73,2.1,1.93,1.93,2.7,3.3,2.5,2.65,3.4,2.6,1.73,2.1,2,1.85
bundesliga,2025-2026,06/12/2025,Augsburg,Leverkusen,2,0,13,20,6,2,5,7,12,6,4,3,0,0,H,2,0,H,3.7,4,1.9,3.7,3.8,1.9,1.62,2.3,1.95,1.9,3.4,3.7,2.05,3.25,3.6,2.1,1.67,2.2,2.05,1.8
bundesliga,2025-2026,06/12/2025,FC Koln,St Pauli,1,1,11,5,8,1,5,4,6,6,0,1,0,0,D,0,0,D,1.95,3.6,3.8,1.98,3.6,3.6,1.91,1.91,1.98,1.88,2,3.4,3.75,1.95,3.6,3.7,1.98,1.88,2.03,1.83
bundesliga,2025-2026,06/12/2025,Heidenheim,Freiburg,2,1,16,16,3,2,8,6,11,10,2,1,0,0,H,0,1,A,3.9,3.6,1.91,3.8,3.5,1.95,1.91,1.91,1.93,1.93,4.75,3.6,1.75,4.5,3.6,1.8,2.1,1.73,1.83,2.03
bundesliga,2025-2026,06/12/2025,Stuttgart,Bayern Munich,0,5,13,19,1,11,3,4,6,11,2,4,1,0,A,0,1,A,5.75,5,1.45,5.25,5.25,1.5,1.33,3.4,1.88,1.98,4.5,4.75,1.62,4.33,4.75,1.63,1.3,3.5,1.88,1.98
bundesliga,2025-2026,06/12/2025,Wolfsburg,Union Berlin,3,1,4,21,3,6,0,11,13,10,4,1,0,0,H,2,0,H,2.15,3.4,3.5,2.1,3.5,3.4,1.93,1.93,1.85,2,1.95,3.5,3.8,2,3.5,3.7,1.95,1.9,2.03,1.83
bundesliga,2025-2026,06/12/2025,RB Leipzig,Ein Frankfurt,6,0,16,8,7,2,4,0,9,17,1,2,0,0,H,2,0,H,1.73,4.2,4.2,1.75,4.2,4,1.44,2.75,1.95,1.9,1.73,4,4.33,1.71,4.1,4.33,1.57,2.38,1.95,1.9
bundesliga,2025-2026,07/12/2025,Hamburg,Werder Bremen,3,2,12,10,6,3,5,3,8,13,1,6,0,0,H,0,1,A,2.25,3.5,3,2.25,3.7,2.9,1.73,2.1,2,1.85,2.4,3.5,2.88,2.35,3.5,2.9,1.73,2.1,2.1,1.78
bundesliga,2025-2026,07/12/2025,Dortmund,Hoffenheim,2,0,8,11,4,3,7,5,7,9,0,2,0,0,H,1,0,H,1.62,4.5,4.75,1.57,4.6,4.8,1.5,2.63,2,1.85,1.62,4.5,4.5,1.62,4.5,4.6,1.4,3,2.03,1.78
bundesliga,2025-2026,12/12/2025,Union Berlin,RB Leipzig,3,1,12,9,6,3,4,6,7,8,2,2,0,0,H,0,0,D,3.2,3.5,2.2,3.2,3.4,2.25,1.98,1.88,1.9,1.95,3,3.4,2.35,2.95,3.3,2.37,2.03,1.83,1.83,2.03
bundesliga,2025-2026,13/12/2025,Ein Frankfurt,Augsburg,1,0,11,12,4,1,2,6,14,10,2,3,0,0,H,0,0,D,1.7,4.2,4.33,1.7,4.2,4.33,1.57,2.38,1.9,1.95,1.85,3.75,4,1.83,3.7,4.1,1.85,2,1.83,2.03
bundesliga,2025-2026,13/12/2025,Hoffenheim,Hamburg,4,1,10,14,6,5,3,3,16,10,1,3,0,0,H,2,0,H,1.7,4.33,4.2,1.75,4.2,4,1.5,2.63,1.88,1.98,1.7,4.2,4.33,1.68,4.2,4.4,1.62,2.3,1.9,1.95
bundesliga,2025-2026,13/12/2025,M'gladbach,Wolfsburg,1,3,14,11,4,6,6,3,6,8,0,1,0,0,A,1,3,A,1.95,3.8,3.6,1.98,3.8,3.4,1.57,2.38,1.98,1.88,2,3.75,3.4,2,3.75,3.4,1.62,2.3,2.03,1.83
bundesliga,2025-2026,13/12/2025,St Pauli,Heidenheim,2,1,8,20,5,7,4,11,6,15,2,3,1,0,H,1,0,H,1.95,3.4,4,1.98,3.4,3.9,2.2,1.67,1.98,1.88,1.85,3.4,4.33,1.88,3.4,4.33,2.2,1.67,1.88,1.98
bundesliga,2025-2026,13/12/2025,Leverkusen,FC Koln,2,0,17,6,6,4,8,3,8,6,2,1,0,0,H,0,0,D,1.55,4.33,5.25,1.52,4.6,5.5,1.53,2.5,1.88,1.98,1.75,4.1,4,1.73,4.2,4.1,1.44,2.75,2,1.85
bundesliga,2025-2026,14/12/2025,Freiburg,Dortmund,1,1,21,9,6,4,6,0,11,10,3,2,0,1,D,0,1,A,3.25,3.5,2.15,3.3,3.5,2.1,1.83,2.03,1.98,1.88,3.75,3.6,1.95,3.5,3.5,2.05,1.8,2,1.88,1.98
bundesliga,2025-2026,14/12/2025,Bayern Munich,Mainz,2,2,24,5,11,2,7,0,7,8,2,2,0,0,D,1,1,D,1.09,11,21,1.11,11.5,20,1.22,4.33,2,1.85,1.09,12,19,1.1,12,20,1.17,5,1.83,2.03
bundesliga,2025-2026,14/12/2025,Werder Bremen,Stuttgart,0,4,9,24,3,12,0,9,11,6,2,0,1,0,A,0,2,A,2.9,3.8,2.25,2.9,3.8,2.2,1.53,2.5,1.85,2,2.8,3.8,2.35,2.85,3.6,2.3,1.57,2.38,1.8,2.05
bundesliga,2025-2026,19/12/2025,Dortmund,M'gladbach,2,0,10,6,4,1,6,4,15,13,2,1,0,0,H,1,0,H,1.55,4.5,5.5,1.55,4.6,5,1.5,2.63,1.88,1.98,1.48,4.75,6,1.49,4.8,5.75,1.5,2.63,1.73,2.08
bundesliga,2025-2026,20/12/2025,Augsburg,Werder Bremen,0,0,14,9,6,0,6,11,10,20,3,4,0,0,D,0,0,D,2.25,3.5,3.1,2.25,3.5,3,1.73,2.1,1.98,1.88,2.2,3.5,3.2,2.2,3.5,3.1,1.8,2,1.93,1.93
bundesliga,2025-2026,20/12/2025,FC Koln,Union Berlin,0,1,13,11,2,3,3,6,9,18,2,5,1,0,A,0,0,D,2.3,3.3,3.1,2.37,3.3,2.95,1.98,1.88,2.03,1.83,2.5,3.1,2.9,2.45,3.3,2.87,2.1,1.73,1.78,2.1
bundesliga,2025-2026,20/12/2025,Hamburg,Ein Frankfurt,1,1,9,9,3,3,5,5,8,12,0,0,0,0,D,1,1,D,2.6,3.6,2.55,2.6,3.5,2.55,1.67,2.2,1.98,1.88,2.4,3.5,2.88,2.45,3.5,2.8,1.85,2,1.73,2.08
bundesliga,2025-2026,20/12/2025,Stuttgart,Hoffenheim,0,0,10,4,3,1,4,2,10,17,3,2,0,0,D,0,0,D,2,3.8,3.4,1.98,3.9,3.3,1.5,2.63,2.03,1.83,1.95,3.8,3.7,1.95,3.9,3.4,1.57,2.38,1.95,1.9
bundesliga,2025-2026,20/12/2025,Wolfsburg,Freiburg,3,4,13,15,6,8,2,6,16,8,1,1,0,0,A,1,1,D,2.5,3.6,2.75,2.45,3.5,2.75,1.8,2,1.83,2.03,2.35,3.5,2.9,2.4,3.4,2.8,1.88,1.98,1.7,2.1
bundesliga,2025-2026,20/12/2025,RB Leipzig,Leverkusen,1,3,19,15,7,8,2,8,10,12,1,2,0,0,A,1,2,A,2.1,3.8,3.2,2.05,3.8,3.2,1.53,2.5,1.85,2,2.15,3.9,3.1,2.05,3.9,3.2,1.5,2.63,1.88,1.98
bundesliga,2025-2026,21/12/2025,Mainz,St Pauli,0,0,13,5,1,1,9,5,5,9,1,1,0,0,D,0,0,D,1.95,3.4,4.1,1.95,3.3,4,2.1,1.73,1.98,1.88,1.95,3.3,4.1,1.98,3.3,4,2.2,1.67,1.98,1.88
bundesliga,2025-2026,21/12/2025,Heidenheim,Bayern Munich,0,4,8,23,1,11,0,6,8,6,0,0,0,0,A,0,2,A,13,9.5,1.14,13,8.5,1.17,1.25,4,1.88,1.98,13,9.5,1.14,11,8,1.2,1.25,4,1.85,2
bundesliga,2025-2026,09/01/2026,Ein Frankfurt,Dortmund,3,3,12,16,6,6,2,5,14,6,3,3,0,0,D,1,1,D,3.6,3.8,1.95,3.4,3.7,2,1.62,2.3,1.85,2,3.25,3.75,2.05,3.3,3.7,2.05,1.62,2.3,2.03,1.83
bundesliga,2025-2026,10/01/2026,Freiburg,Hamburg,2,1,20,10,7,5,0,3,13,11,3,5,0,1,H,0,0,D,1.8,3.6,4.5,1.8,3.6,4.4,1.83,2.03,2.03,1.83,1.8,3.5,4.75,1.75,3.7,4.6,1.91,1.91,2.03,1.83
bundesliga,2025-2026,10/01/2026,Heidenheim,FC Koln,2,2,14,21,6,9,5,4,9,7,2,1,0,0,D,2,1,H,2.9,3.5,2.38,2.95,3.6,2.25,1.8,2,1.8,2.05,2.75,3.4,2.5,2.75,3.4,2.5,1.73,2.1,2.03,1.83
bundesliga,2025-2026,10/01/2026,Union Berlin,Mainz,2,2,17,9,5,6,2,1,9,8,2,0,0,0,D,0,1,A,2.15,3.25,3.7,2.15,3.25,3.5,2.2,1.65,1.83,2.03,2.05,3.2,4,2.1,3.2,3.75,2.3,1.6,1.73,2.08
bundesliga,2025-2026,10/01/2026,Leverkusen,Stuttgart,1,4,16,10,4,7,5,3,13,11,4,2,0,0,A,0,4,A,1.95,4.1,3.4,1.95,3.9,3.4,1.5,2.63,1.95,1.9,2.15,3.75,3.1,2.15,3.7,3.1,1.62,2.3,1.9,1.95
bundesliga,2025-2026,11/01/2026,M'gladbach,Augsburg,4,0,12,17,7,2,2,2,16,9,0,1,0,0,H,3,0,H,1.85,3.8,4,1.93,3.6,3.8,1.8,2,1.88,1.98,1.9,3.7,3.8,1.93,3.6,3.8,1.8,2,1.9,1.95
bundesliga,2025-2026,11/01/2026,Bayern Munich,Wolfsburg,8,1,16,8,10,3,6,2,7,6,0,1,0,0,H,2,1,H,1.11,11,17,1.11,10.5,15,1.2,4.5,1.98,1.88,1.13,9.5,17,1.13,9.5,13.5,1.22,4.33,1.93,1.93
bundesliga,2025-2026,13/01/2026,Stuttgart,Ein Frankfurt,3,2,20,12,11,5,10,2,8,15,2,2,0,0,H,2,1,H,1.73,4.2,4.2,1.73,4.1,4.2,1.5,2.63,1.9,1.95,1.65,4.33,4.5,1.66,4.33,4.5,1.44,2.75,1.83,2.03
bundesliga,2025-2026,13/01/2026,Dortmund,Werder Bremen,3,0,18,6,8,3,3,3,14,8,2,0,0,0,H,1,0,H,1.4,5,7,1.39,5.25,6.75,1.5,2.63,2.03,1.78,1.42,5,6.5,1.42,5.25,6.5,1.53,2.5,1.88,1.98
bundesliga,2025-2026,13/01/2026,Mainz,Heidenheim,2,1,13,15,6,4,4,1,11,10,2,2,0,0,H,1,0,H,1.75,3.8,4.33,1.73,3.75,4.6,1.73,2.1,2,1.85,1.73,3.8,4.5,1.75,3.75,4.5,1.8,2,1.95,1.9
bundesliga,2025-2026,14/01/2026,Wolfsburg,St Pauli,2,1,13,9,5,4,7,4,10,9,1,2,0,0,H,1,1,D,1.91,3.7,3.8,1.9,3.6,3.9,1.93,1.93,1.93,1.93,1.83,3.6,4.5,1.85,3.5,4.33,2.2,1.67,1.83,2.03
bundesliga,2025-2026,14/01/2026,FC Koln,Bayern Munich,1,3,8,19,3,8,4,6,3,4,0,0,0,0,A,1,1,D,10.5,7.5,1.22,8.25,7,1.27,1.25,4,1.88,1.98,11,7,1.2,8,6.75,1.28,1.22,4.33,1.83,2.03
bundesliga,2025-2026,14/01/2026,Hoffenheim,M'gladbach,5,1,18,7,10,5,6,2,16,10,1,1,0,0,H,4,0,H,1.85,3.9,3.8,1.85,3.9,3.8,1.57,2.38,1.85,2,1.95,3.9,3.5,1.9,3.9,3.7,1.62,2.3,1.95,1.9
bundesliga,2025-2026,14/01/2026,RB Leipzig,Freiburg,2,0,21,3,7,1,7,2,12,16,0,4,0,0,H,0,0,D,1.7,4,4.5,1.77,4,4.1,1.57,2.38,1.93,1.93,1.75,3.9,4.33,1.7,4,4.6,1.67,2.2,1.9,1.95
bundesliga,2025-2026,15/01/2026,Augsburg,Union Berlin,1,1,9,16,5,3,3,3,9,18,1,0,0,1,D,1,0,H,2.6,3.2,2.8,2.5,3.2,2.9,2.2,1.67,1.85,2,2.5,3.2,2.88,2.6,3.1,2.8,2.2,1.67,1.83,2.03
bundesliga,2025-2026,16/01/2026,Werder Bremen,Ein Frankfurt,3,3,13,8,4,4,4,1,8,15,1,4,0,0,D,1,1,D,2.7,3.5,2.5,2.6,3.5,2.55,1.67,2.2,2,1.85,2.63,3.6,2.5,2.5,3.5,2.65,1.73,2.1,1.88,1.98
bundesliga,2025-2026,17/01/2026,Dortmund,St Pauli,3,2,10,9,6,5,5,5,9,11,3,1,0,0,H,1,0,H,1.33,5.25,10,1.34,5.25,8.5,1.67,2.2,1.95,1.9,1.33,4.75,10,1.33,5.25,9.25,1.85,2,2.03,1.83
bundesliga,2025-2026,17/01/2026,FC Koln,Mainz,2,1,20,11,6,7,9,5,6,10,4,4,0,0,H,0,1,A,2.15,3.5,3.25,2.15,3.7,3.1,1.73,2.1,1.88,1.98,2.1,3.5,3.5,2.1,3.5,3.4,1.85,2,1.8,2.05
bundesliga,2025-2026,17/01/2026,Hamburg,M'gladbach,0,0,25,6,12,0,2,5,16,18,1,2,0,0,D,0,0,D,2.45,3.5,2.8,2.4,3.6,2.75,1.73,2.1,1.8,2.05,2.45,3.5,2.8,2.4,3.4,2.87,1.73,2.1,1.8,2.05
bundesliga,2025-2026,17/01/2026,Hoffenheim,Leverkusen,1,0,19,8,8,2,3,5,17,7,2,1,0,0,H,1,0,H,2.4,3.8,2.7,2.35,3.8,2.7,1.5,2.63,1.8,2.05,2.35,3.8,2.8,2.3,3.75,2.8,1.5,2.63,2.05,1.8
bundesliga,2025-2026,17/01/2026,Wolfsburg,Heidenheim,1,1,13,13,4,3,9,6,10,12,4,3,0,0,D,0,1,A,1.67,4,5,1.65,4.1,4.8,1.57,2.38,1.73,2.08,1.67,4.1,4.75,1.65,4.2,4.75,1.62,2.3,1.85,2
bundesliga,2025-2026,17/01/2026,RB Leipzig,Bayern Munich,1,5,17,19,4,12,5,9,7,6,1,0,0,0,A,1,0,H,5,4.75,1.55,4.75,4.8,1.57,1.3,3.5,2,1.85,4,4.33,1.73,3.9,4.33,1.75,1.36,3.2,1.93,1.93
bundesliga,2025-2026,18/01/2026,Stuttgart,Union Berlin,1,1,13,20,4,3,3,8,6,11,1,1,0,0,D,0,0,D,1.65,3.9,5.25,1.66,3.8,5,1.8,2,1.83,2.03,1.6,4,5.5,1.58,4.2,5.25,1.73,2.1,2.03,1.83
bundesliga,2025-2026,18/01/2026,Augsburg,Freiburg,2,2,13,12,5,5,9,6,11,14,3,2,0,0,D,0,0,D,2.9,3.3,2.45,2.85,3.4,2.4,1.98,1.88,2.1,1.78,2.55,3.25,2.8,2.6,3.3,2.7,2,1.8,1.83,2.03
bundesliga,2025-2026,23/01/2026,St Pauli,Hamburg,0,0,8,5,3,2,5,4,15,13,1,1,0,0,D,0,0,D,2.88,2.9,2.75,2.87,2.9,2.75,2.63,1.5,2,1.85,2.8,2.9,2.8,2.75,2.95,2.8,2.63,1.5,1.93,1.93
bundesliga,2025-2026,24/01/2026,Bayern Munich,Augsburg,1,2,15,16,6,6,9,3,10,5,1,1,0,0,A,1,0,H,1.1,12,17,1.12,10.5,18.5,1.25,4,1.98,1.88,1.13,10,17,1.16,8.75,15,1.22,4.33,1.95,1.9
bundesliga,2025-2026,24/01/2026,Ein Frankfurt,Hoffenheim,1,3,9,10,3,5,6,6,8,16,0,4,0,0,A,1,0,H,2.8,3.75,2.3,2.65,3.7,2.4,1.53,2.5,1.8,2.05,3,3.6,2.2,2.95,3.6,2.25,1.67,2.2,1.9,1.95
bundesliga,2025-2026,24/01/2026,Heidenheim,RB Leipzig,0,3,7,11,2,8,4,0,10,9,1,0,0,0,A,0,0,D,5,4.5,1.57,5.25,4.33,1.58,1.5,2.63,1.93,1.93,4.33,4.33,1.65,4.75,4.33,1.63,1.44,2.75,2.05,1.8
bundesliga,2025-2026,24/01/2026,Leverkusen,Werder Bremen,1,0,13,17,4,3,5,5,6,9,2,3,0,0,H,1,0,H,1.62,4.2,5.25,1.61,4.33,4.8,1.5,2.63,2,1.85,1.57,4.33,5.5,1.55,4.6,5.25,1.5,2.63,1.93,1.93
bundesliga,2025-2026,24/01/2026,Mainz,Wolfsburg,3,1,20,7,9,2,15,1,8,11,3,2,0,0,H,0,1,A,2.3,3.5,3,2.3,3.6,2.87,1.73,2.1,2.03,1.83,2.25,3.4,3.2,2.3,3.3,3,1.93,1.93,1.98,1.88
bundesliga,2025-2026,24/01/2026,Union Berlin,Dortmund,0,3,10,15,3,5,7,2,10,16,0,1,0,0,A,0,1,A,3.6,3.5,2.05,3.7,3.5,2,1.91,1.91,1.8,2.05,3.2,3.3,2.3,3.2,3.25,2.25,2.1,1.73,1.88,1.98
bundesliga,2025-2026,25/01/2026,M'gladbach,Stuttgart,0,3,12,17,3,8,1,4,11,7,1,1,0,0,A,0,1,A,3,3.75,2.2,2.87,3.7,2.25,1.53,2.5,1.85,2,2.88,3.7,2.3,2.87,3.7,2.3,1.57,2.38,1.8,2.05
bundesliga,2025-2026,25/01/2026,Freiburg,FC Koln,2,1,13,19,5,4,5,5,5,9,1,2,0,0,H,2,1,H,1.9,3.75,3.8,1.93,3.6,3.8,1.8,2,1.93,1.93,2,3.7,3.5,1.98,3.7,3.6,1.73,2.1,2.03,1.83
bundesliga,2025-2026,27/01/2026,St Pauli,RB Leipzig,1,1,7,12,2,5,4,3,6,8,0,1,0,0,D,0,0,D,4.5,3.5,1.8,4.4,3.5,1.83,2.1,1.73,2.03,1.83,5,3.5,1.75,4.75,3.6,1.75,2.1,1.73,1.88,1.98
bundesliga,2025-2026,27/01/2026,Werder Bremen,Hoffenheim,0,2,26,12,3,3,6,7,7,10,2,2,0,1,A,0,1,A,3.7,3.6,2,3.3,3.6,2.05,1.73,2.1,1.85,2,3.7,3.7,1.91,3.7,3.7,1.93,1.62,2.3,1.88,1.98
bundesliga,2025-2026,30/01/2026,FC Koln,Wolfsburg,1,0,15,14,3,3,3,4,8,16,1,4,0,0,H,1,0,H,1.95,3.8,3.5,1.98,3.8,3.4,1.57,2.38,2,1.85,2.05,3.7,3.3,2,3.7,3.4,1.67,2.2,1.83,2.03
bundesliga,2025-2026,31/01/2026,Augsburg,St Pauli,2,1,12,17,6,5,5,5,15,13,3,1,0,0,H,1,1,D,2,3.3,4.1,2,3.25,4,2.3,1.62,2,1.85,2.1,3.2,3.75,2.15,3.1,3.7,2.3,1.62,1.8,2.05
bundesliga,2025-2026,31/01/2026,Ein Frankfurt,Leverkusen,1,3,11,11,4,4,8,3,11,10,3,1,1,0,A,0,2,A,3,3.8,2.2,2.87,3.75,2.25,1.53,2.5,1.93,1.93,3.4,3.75,2,3.4,3.5,2.05,1.67,2.2,1.78,2.03
bundesliga,2025-2026,31/01/2026,Hoffenheim,Union Berlin,3,1,9,16,4,3,3,10,11,18,2,2,0,0,H,2,0,H,1.8,3.8,4.33,1.78,3.7,4.4,1.8,2,2.03,1.83,1.83,3.8,4.2,1.82,3.6,4.33,1.8,2,1.83,2.03
bundesliga,2025-2026,31/01/2026,RB Leipzig,Mainz,1,2,15,11,4,4,5,4,4,13,0,4,0,0,A,1,1,D,1.55,4.5,5.5,1.55,4.6,5.25,1.53,2.5,1.88,1.98,1.55,4.75,5.5,1.55,4.6,5.25,1.44,2.75,1.85,2
bundesliga,2025-2026,31/01/2026,Werder Bremen,M'gladbach,1,1,18,7,6,2,7,3,10,14,0,1,0,0,D,0,0,D,2.45,3.6,2.75,2.2,3.3,2.7,1.67,2.2,1.8,2.05,2.15,3.6,3.25,2.05,3.25,3.1,1.73,2.1,1.85,2
bundesliga,2025-2026,31/01/2026,Hamburg,Bayern Munich,2,2,14,13,4,7,3,9,12,16,6,4,0,0,D,1,1,D,8,6.5,1.29,7.75,6.5,1.3,1.33,3.4,1.93,1.93,7.5,6.5,1.3,7.5,6,1.32,1.4,3,1.83,2.03
bundesliga,2025-2026,01/02/2026,Stuttgart,Freiburg,1,0,18,11,7,2,6,2,14,14,3,1,0,0,H,0,0,D,1.67,4.1,4.75,1.68,4.1,4.5,1.62,2.3,1.85,2,1.65,4.2,4.75,1.68,4.1,4.6,1.62,2.3,2.05,1.8
bundesliga,2025-2026,01/02/2026,Dortmund,Heidenheim,3,2,19,12,5,3,12,3,11,11,2,2,0,0,H,1,1,D,1.22,6.5,12,1.25,6.5,10,1.44,2.75,1.85,2,1.27,6.5,8.5,1.29,6.25,8.75,1.4,3,1.93,1.93
bundesliga,2025-2026,06/02/2026,Union Berlin,Ein Frankfurt,1,1,11,3,3,1,5,2,9,11,4,3,0,1,D,0,0,D,2,3.5,3.6,2.05,3.4,3.5,1.91,1.91,2.05,1.8,2.1,3.5,3.25,2.15,3.4,3.4,2,1.8,1.85,2
bundesliga,2025-2026,07/02/2026,Freiburg,Werder Bremen,1,0,7,17,2,5,4,8,9,12,0,1,1,0,H,1,0,H,1.83,3.75,4.2,1.82,3.75,4.1,1.8,2,2.05,1.75,2.1,3.4,3.5,2.15,3.3,3.4,1.98,1.88,1.8,2.05
bundesliga,2025-2026,07/02/2026,Heidenheim,Hamburg,0,2,20,14,4,5,10,8,6,11,0,2,0,0,A,0,1,A,2.88,3.5,2.45,2.8,3.4,2.45,1.8,2,2.1,1.78,2.8,3.4,2.45,2.85,3.4,2.4,1.88,1.98,1.7,2.1
bundesliga,2025-2026,07/02/2026,Mainz,Augsburg,2,0,10,14,6,6,6,4,12,10,2,2,0,0,H,1,0,H,2.05,3.6,3.5,2.05,3.5,3.5,1.8,2,1.75,2.05,1.91,3.7,3.8,1.95,3.6,3.8,1.8,2,1.93,1.93
bundesliga,2025-2026,07/02/2026,St Pauli,Stuttgart,2,1,15,7,7,3,5,5,9,10,0,2,0,0,H,1,0,H,4.33,3.75,1.8,4.33,3.6,1.82,1.93,1.93,2.05,1.8,5,3.9,1.67,4.75,3.7,1.73,1.85,2,1.98,1.88
