league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
bundesliga,2026-2027,28/08/2026,Bayern Munich,Stuttgart,5,1,21,11,9,4,9,3,10,17,1,3,0,0,H,1,0,H,1.22,7,10,1.25,7.25,8.75,1.2,4.5,1.83,2.03,1.22,7.5,10,1.25,7.25,8.75,1.17,5,1.83,2.03
bundesliga,2026-2027,29/08/2026,Elversberg,Leverkusen,3,2,11,21,6,4,4,3,18,15,3,2,0,0,H,2,0,H,5,4.5,1.57,5.25,4.5,1.57,1.5,2.63,1.9,1.95,5.25,4.33,1.57,4.8,4.4,1.6,1.5,2.63,1.9,1.95
bundesliga,2026-2027,29/08/2026,FC Koln,Hoffenheim,3,2,18,15,6,4,6,7,11,14,0,2,0,0,H,0,1,A,2.88,3.75,2.25,2.8,3.7,2.3,1.53,2.5,1.85,2,3.1,3.75,2.15,3,3.6,2.2,1.57,2.38,1.95,1.9
bundesliga,2026-2027,29/08/2026,Mainz,Paderborn,0,0,21,10,4,0,11,2,8,10,1,2,0,0,D,0,0,D,1.65,4,5,1.68,4,4.6,1.67,2.2,1.83,2.03,1.5,4.5,6,1.52,4.6,5.5,1.44,2.75,1.83,2.03
bundesliga,2026-2027,29/08/2026,RB Leipzig,M'gladbach,3,0,25,15,11,4,7,6,10,13,1,0,0,0,H,1,0,H,1.57,4.5,5.25,1.57,4.5,5,1.5,2.63,1.93,1.93,1.55,4.5,5.25,1.57,4.6,5,1.44,2.75,1.88,1.98
bundesliga,2026-2027,29/08/2026,Union Berlin,Ein Frankfurt,3,3,19,12,10,3,5,2,11,10,2,4,0,0,D,1,2,A,2.6,3.6,2.6,2.55,3.6,2.55,1.62,2.3,1.93,1.93,2.7,3.7,2.45,2.6,3.6,2.55,1.57,2.38,2,1.85
bundesliga,2026-2027,29/08/2026,Dortmund,Hamburg,2,0,20,8,6,3,3,1,13,19,2,1,1,0,H,2,0,H,1.3,5.75,9,1.34,5.25,8.25,1.5,2.63,1.88,1.98,1.33,5.25,8,1.34,5.75,7.75,1.44,2.75,1.93,1.93
bundesliga,2026-2027,30/08/2026,Freiburg,Werder Bremen,4,1,19,9,5,3,6,5,13,16,1,1,0,0,H,2,0,H,1.91,3.6,4,1.98,3.7,3.6,1.73,2.1,1.93,1.93,1.8,3.75,4.2,1.78,3.8,4.2,1.67,2.2,1.83,2.03
bundesliga,2026-2027,30/08/2026,Augsburg,Schalke 04,3,0,24,11,13,5,11,3,5,6,1,0,0,1,H,1,0,H,2.15,3.7,3.1,2.15,3.6,3.2,1.73,2.1,1.88,1.98,2.3,3.5,2.9,2.25,3.6,2.95,1.73,2.1,2,1.85
bundesliga,2026-2027,04/09/2026,Stuttgart,FC Koln,4,1,22,18,8,5,10,8,5,6,1,3,0,0,H,1,0,H,1.48,5,5.5,1.49,5,5.5,1.36,3.2,1.95,1.9,1.44,5.25,6.25,1.46,5.25,5.75,1.3,3.5,1.85,2
bundesliga,2026-2027,05/09/2026,Hoffenheim,Dortmund,2,3,18,11,6,4,10,3,13,7,4,2,0,0,A,1,0,H,2.88,3.9,2.2,2.9,3.75,2.2,1.44,2.75,1.88,1.98,2.4,3.8,2.7,2.4,3.9,2.55,1.44,2.75,1.83,2.03
bundesliga,2026-2027,05/09/2026,Leverkusen,Union Berlin,4,0,21,5,10,0,11,1,11,12,2,2,0,0,H,2,0,H,1.44,4.75,6.25,1.46,4.8,6,1.44,2.75,1.93,1.93,1.33,5.25,7.5,1.33,5.75,7.75,1.4,3,1.93,1.93
bundesliga,2026-2027,05/09/2026,M'gladbach,Elversberg,3,4,25,14,6,10,13,4,18,9,3,1,0,0,A,2,1,H,1.9,3.75,3.8,1.9,3.75,3.8,1.57,2.38,1.88,1.98,1.91,3.9,3.5,1.87,4,3.6,1.44,2.75,1.95,1.9
bundesliga,2026-2027,05/09/2026,Paderborn,Freiburg,0,1,14,16,3,5,5,4,16,10,3,3,0,0,A,0,1,A,3.6,3.6,1.95,3.25,3.8,2.05,1.67,2.2,1.83,2.03,3.6,3.8,1.91,3.5,3.75,1.95,1.57,2.38,1.93,1.93
bundesliga,2026-2027,05/09/2026,Werder Bremen,RB Leipzig,3,1,12,19,7,5,2,7,13,8,1,0,0,0,H,1,0,H,4.33,4,1.73,4,3.9,1.8,1.5,2.63,1.88,1.98,3.75,4.2,1.83,3.6,4.1,1.85,1.4,3,2.03,1.83
bundesliga,2026-2027,05/09/2026,Schalke 04,Bayern Munich,0,0,4,15,1,5,0,11,5,12,2,2,0,0,D,0,0,D,15,7.5,1.17,11.5,9,1.18,1.22,4.33,2,1.85,13,7,1.2,,,,1.25,4,2.03,1.83
bundesliga,2026-2027,06/09/2026,Hamburg,Mainz,0,5,8,17,1,8,4,5,14,19,1,3,0,0,A,0,2,A,2.88,3.5,2.4,2.85,3.6,2.3,1.73,2.1,1.8,2.05,2.9,3.5,2.35,2.85,3.4,2.45,1.73,2.1,1.8,2.05
bundesliga,2026-2027,06/09/2026,Ein Frankfurt,Augsburg,1,4,22,17,8,7,9,4,10,13,1,1,0,0,A,1,0,H,1.91,3.9,3.6,1.9,4.1,3.5,1.5,2.63,1.93,1.93,1.8,4.1,3.8,1.8,4.2,3.75,1.36,3.2,1.83,2.03
bundesliga,2026-2027,11/09/2026,Union Berlin,Schalke 04,1,3,20,19,8,10,4,5,11,10,3,1,0,0,A,0,1,A,2.45,3.5,2.8,2.3,3.6,2.85,1.67,2.2,2.08,1.73,2.35,3.3,3.1,2.35,3.4,2.95,1.8,2,2.03,1.83
bundesliga,2026-2027,12/09/2026,Augsburg,Leverkusen,2,2,8,30,5,5,2,14,6,12,1,1,0,0,D,0,1,A,4.1,4.1,1.8,4,4.2,1.73,1.4,3,,,3.6,4,1.9,3.4,4.1,1.93,1.4,3,1.95,1.9
bundesliga,2026-2027,12/09/2026,Dortmund,Paderborn,3,0,14,10,8,0,7,3,11,7,1,1,0,0,H,1,0,H,1.25,6.5,10,1.26,6.75,9,1.36,3.2,1.83,2.03,1.27,6.5,9,1.29,6.25,8.5,1.33,3.4,1.88,1.98
bundesliga,2026-2027,12/09/2026,Freiburg,M'gladbach,5,0,19,5,9,0,6,2,7,16,1,4,0,1,H,2,0,H,1.67,4.33,4.5,1.71,4.1,4.4,1.53,2.5,1.88,1.98,1.73,4.1,4.5,1.68,4.2,4.4,1.44,2.75,1.88,1.98
bundesliga,2026-2027,12/09/2026,Hoffenheim,Stuttgart,2,1,20,16,8,5,5,7,15,8,1,0,0,0,H,1,0,H,2.35,4,2.63,2.3,4,2.65,1.36,3.2,1.8,2.05,2.2,4.1,2.8,2.2,4,2.87,1.33,3.4,1.98,1.88
bundesliga,2026-2027,12/09/2026,Mainz,Ein Frankfurt,1,3,18,11,5,5,4,5,11,9,0,2,0,0,A,0,2,A,1.95,4,3.4,1.98,3.9,3.4,1.5,2.63,1.98,1.88,1.73,4.2,4.1,1.73,4.1,4.2,1.5,2.63,1.73,2.08
bundesliga,2026-2027,12/09/2026,FC Koln,Werder Bremen,1,1,15,14,6,5,8,5,11,12,2,1,0,0,D,1,0,H,2.05,3.8,3.3,2.1,3.7,3.25,1.53,2.5,2.05,1.75,2.05,3.9,3.25,2.05,3.7,3.3,1.44,2.75,2.05,1.75
