league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
bundesliga,2026-2027,13/09/2026,RB Leipzig,Hamburg,5,0,19,10,6,4,7,7,11,13,1,2,0,0,H,2,0,H,1.36,5,8,1.38,5.25,7.25,1.4,3,1.95,1.9,1.38,5.25,7,1.41,5.5,6.25,1.36,3.2,1.98,1.88
bundesliga,2026-2027,13/09/2026,Elversberg,Bayern Munich,1,2,5,28,1,6,3,9,9,8,2,0,0,0,A,0,1,A,13,9,1.17,11.5,8.75,1.18,1.17,5,1.88,1.98,12,9,1.17,10.5,8.25,1.21,1.17,5,1.88,1.98
bundesliga,2026-2027,18/09/2026,Bayern Munich,Union Berlin,7,0,23,3,15,2,9,2,12,9,1,3,0,0,H,3,0,H,1.04,19,29,1.06,16.5,23,1.1,7,1.78,2.03,1.03,21,34,1.05,18.5,29,1.08,8,1.83,2.03
bundesliga,2026-2027,19/09/2026,Ein Frankfurt,Freiburg,2,2,10,22,3,7,3,5,12,11,2,2,0,0,D,2,1,H,2.4,3.9,2.63,2.3,3.9,2.7,1.44,2.75,1.83,2.03,2.5,3.75,2.6,2.45,3.75,2.6,1.44,2.75,1.88,1.98
bundesliga,2026-2027,19/09/2026,Hamburg,FC Koln,2,1,12,18,7,5,3,5,12,14,1,3,0,0,H,1,0,H,2.7,3.6,2.45,2.7,3.6,2.4,1.57,2.38,2.03,1.83,2.63,3.6,2.5,2.65,3.6,2.45,1.57,2.38,1.98,1.88
bundesliga,2026-2027,19/09/2026,M'gladbach,Mainz,3,4,21,17,7,8,6,4,12,14,6,5,0,0,A,1,2,A,3,3.7,2.2,2.9,3.7,2.25,1.53,2.5,1.88,1.98,3.2,3.75,2.1,3.2,3.6,2.15,1.57,2.38,1.98,1.88
bundesliga,2026-2027,19/09/2026,Werder Bremen,Augsburg,3,2,20,7,11,4,2,2,10,11,2,2,0,0,H,0,1,A,2.3,3.8,2.8,2.25,3.9,2.8,1.44,2.75,2.05,1.8,2.25,3.7,2.9,2.2,3.8,2.9,1.5,2.63,1.98,1.88
bundesliga,2026-2027,19/09/2026,Stuttgart,Dortmund,0,1,12,13,5,2,6,2,9,14,2,5,0,0,A,0,0,D,2.4,3.75,2.75,2.3,3.8,2.7,1.4,3,1.8,2.05,2.35,3.9,2.7,2.3,3.9,2.7,1.36,3.2,1.75,2.05
bundesliga,2026-2027,20/09/2026,Leverkusen,RB Leipzig,2,0,18,12,6,3,9,6,14,8,2,3,0,0,H,1,0,H,1.95,4.2,3.25,2,4.1,3.2,1.36,3.2,1.98,1.88,1.85,4.5,3.4,1.83,4.33,3.5,1.25,4,1.85,2
bundesliga,2026-2027,20/09/2026,Schalke 04,Elversberg,0,0,13,11,1,1,4,4,10,10,1,2,0,0,D,0,0,D,2,3.7,3.5,2.05,3.8,3.3,1.53,2.5,2.03,1.83,1.9,3.9,3.7,1.85,4,3.75,1.44,2.75,1.88,1.98
bundesliga,2026-2027,20/09/2026,Paderborn,Hoffenheim,3,1,13,23,5,2,6,5,6,14,0,1,0,0,H,2,0,H,4.33,4.5,1.67,4.33,4.4,1.66,1.44,2.75,2.03,1.83,3.9,4.2,1.8,3.75,4.2,1.8,1.36,3.2,1.88,1.98
