kickoff_iso,league,home_team,away_team,team,venue,line,side,model_prob,model_fair,book_odds,bookmaker,edge,captured_at,lambda_venue,lambda_recent,divergence,consensus,effective_stake,preferred
2026-04-25T14:00:00Z,epl,West Ham United,Everton FC,Everton FC,away,11.5,under,0.3777,2.648,2.0,Bet365,-0.2446,2026-04-23T23:13:31Z,12.67,13.41,0.0586,aligned,0.0,False
2026-04-25T13:00:00Z,serie-a,Parma Calcio,Pisa SC,Parma Calcio,home,13.5,over,0.4189,2.387,1.8,Bet365,-0.246,2026-04-23T23:13:33Z,13.67,14.4,0.0539,aligned,0.0,False
2026-04-24T18:30:00Z,bundesliga,RB Leipzig,Union Berlin,RB Leipzig,home,16.5,over,0.3949,2.532,1.909,Bet365,-0.2461,2026-04-23T23:13:36Z,17.9,17.74,0.0093,aligned,0.0,False
2026-04-25T14:00:00Z,epl,Wolverhampton Wanderers,Tottenham Hotspur,Wolverhampton Wanderers,home,10.5,under,0.4096,2.441,1.833,Bet365,-0.2492,2026-04-23T23:13:31Z,10.07,9.36,0.07,aligned,0.0,False
2026-04-25T14:15:00Z,la-liga,Getafe CF,FC Barcelona,FC Barcelona,away,16.5,over,0.4334,2.307,1.727,Bet365,-0.2515,2026-04-23T23:13:34Z,19.22,20.13,0.0475,aligned,0.0,False
2026-04-25T16:30:00Z,epl,Arsenal FC,Newcastle United,Arsenal FC,home,16.5,over,0.3867,2.586,1.909,Bet365,-0.2618,2026-04-23T23:13:31Z,17.61,16.66,0.0541,aligned,0.0,False
2026-04-26T13:00:00Z,serie-a,Genoa CFC,Como 1907,Como 1907,away,13.5,under,0.3942,2.537,1.833,Bet365,-0.2774,2026-04-23T23:13:33Z,13.12,12.08,0.0791,aligned,0.0,False
2026-04-24T19:00:00Z,epl,Sunderland AFC,Nottingham Forest,Nottingham Forest,away,12.5,under,0.3782,2.644,1.909,Bet365,-0.278,2026-04-23T23:13:31Z,12.25,12.8,0.0448,aligned,0.0,False
2026-04-25T13:30:00Z,bundesliga,FSV Mainz,Bayern Munich,FSV Mainz,home,11.5,over,0.3902,2.563,1.833,Bet365,-0.2848,2026-04-23T23:13:36Z,10.78,11.2,0.0386,aligned,0.0,False
2026-04-26T13:00:00Z,serie-a,Genoa CFC,Como 1907,Genoa CFC,home,10.5,over,0.3839,2.605,1.833,Bet365,-0.2963,2026-04-23T23:13:33Z,8.0,8.6,0.0743,aligned,0.0,False
2026-04-25T16:30:00Z,bundesliga,Hamburger SV,TSG Hoffenheim,Hamburger SV,home,13.5,over,0.3494,2.862,2.0,Bet365,-0.3012,2026-04-23T23:13:36Z,12.45,10.76,0.1353,aligned,0.0,False
2026-04-27T19:00:00Z,la-liga,Espanyol Barcelona,Levante UD,Espanyol Barcelona,home,15.5,over,0.4028,2.483,1.727,Bet365,-0.3044,2026-04-23T23:13:34Z,16.79,18.51,0.1023,aligned,0.0,False
2026-04-26T15:30:00Z,bundesliga,Borussia Dortmund,SC Freiburg,Borussia Dortmund,home,16.5,over,0.3858,2.592,1.8,Bet365,-0.3056,2026-04-23T23:13:36Z,16.88,18.18,0.0775,aligned,0.0,False
2026-04-25T13:30:00Z,bundesliga,VFL Wolfsburg,Borussia Monchengladbach,VFL Wolfsburg,home,14.5,over,0.3967,2.521,1.727,Bet365,-0.3149,2026-04-23T23:13:36Z,14.94,15.3,0.0239,aligned,0.0,False
2026-04-25T16:30:00Z,la-liga,Valencia CF,Girona FC,Valencia CF,home,13.5,under,0.3729,2.682,1.833,Bet365,-0.3165,2026-04-23T23:13:34Z,16.37,15.8,0.0348,aligned,0.0,False
2026-04-25T19:00:00Z,la-liga,Atletico Madrid,Athletic Bilbao,Athletic Bilbao,away,10.5,under,0.3373,2.965,2.0,Bet365,-0.3254,2026-04-23T23:13:34Z,12.46,12.64,0.0146,aligned,0.0,False
2026-04-26T15:30:00Z,bundesliga,Borussia Dortmund,SC Freiburg,SC Freiburg,away,8.5,under,0.3081,3.246,2.0,Bet365,-0.3838,2026-04-23T23:13:36Z,8.83,8.65,0.0203,aligned,0.0,False
2026-04-25T16:00:00Z,serie-a,Bologna FC,AS Roma,AS Roma,away,11.5,over,0.3212,3.113,1.909,Bet365,-0.3868,2026-04-23T23:13:33Z,7.94,6.74,0.1506,divergent,0.0,False
2026-04-25T14:00:00Z,epl,Liverpool FC,Crystal Palace,Crystal Palace,away,8.5,under,0.2956,3.383,2.0,Bet365,-0.4088,2026-04-23T23:13:31Z,9.03,8.7,0.0373,aligned,0.0,False
2026-04-25T13:30:00Z,bundesliga,1. FC Heidenheim,FC St. Pauli,FC St. Pauli,away,12.5,over,0.3193,3.132,1.833,Bet365,-0.4147,2026-04-23T23:13:36Z,10.72,11.63,0.0848,aligned,0.0,False
2026-04-27T19:00:00Z,la-liga,Espanyol Barcelona,Levante UD,Levante UD,away,11.5,under,0.334,2.994,1.727,Bet365,-0.4232,2026-04-23T23:13:34Z,11.08,10.41,0.0603,aligned,0.0,False
2026-04-26T13:30:00Z,bundesliga,VfB Stuttgart,Werder Bremen,VfB Stuttgart,home,16.5,over,0.3011,3.321,1.909,Bet365,-0.4252,2026-04-23T23:13:36Z,14.95,15.79,0.0563,aligned,0.0,False
2026-04-25T14:15:00Z,la-liga,Getafe CF,FC Barcelona,Getafe CF,home,10.5,over,0.2853,3.505,2.0,Bet365,-0.4294,2026-04-23T23:13:34Z,6.62,6.26,0.0544,aligned,0.0,False
