season,status,train_teams,validation_teams,first_validation_date,count_mae,count_bias,pooled_alpha,poisson_brier,fixed_alpha_025_brier,league_mle_brier,hierarchical_mle_brier,poisson_log_loss,fixed_alpha_025_log_loss,league_mle_log_loss,hierarchical_mle_log_loss
2024-2025,OK,34854,3456,2024-08-15,3.7217357392467085,0.520516549065575,0.049362260376798445,0.19882105377448542,0.2017958300561211,0.19624277130176057,0.1961907255097684,0.5830649658676241,0.590656781720688,0.5752095560094577,0.575187803685595
2025-2026,OK,38310,3468,2025-08-15,3.7239751172899727,0.2310768524091341,0.050558295699117115,0.2020775475296642,0.20695514489912334,0.2003593700627153,0.20024987644717238,0.5892458924360872,0.6021934511674873,0.5848497871330506,0.5845223603346863
