scope,league,lambda_source,alpha,edge_threshold,n,wins,losses,pushes,pnl,staked,roi_pct,avg_prob,avg_edge,avg_odds,overs,unders
overall,ALL,lambda_shots,0.06,0.00,32,17,15,0,-0.597,32.0,-1.8656,0.65501,0.21007,1.8526,12,20
overall,ALL,lambda_shots,0.06,0.05,29,16,13,0,0.57,29.0,1.9655,0.66613,0.22909,1.85,11,18
overall,ALL,lambda_shots,0.06,0.10,27,15,12,0,0.843,27.0,3.1222,0.67109,0.24119,1.8552,11,16
overall,ALL,lambda_shots,0.06,0.15,19,11,8,0,1.301,19.0,6.8474,0.70161,0.2895,1.8423,6,13
overall,ALL,lambda_shots,0.06,0.20,13,8,5,0,1.574,13.0,12.1077,0.7298,0.33913,1.8397,5,8
overall,ALL,lambda_shots,0.06,0.25,11,7,4,0,1.741,11.0,15.8273,0.74784,0.36328,1.8257,4,7
overall,ALL,lambda_shots,0.10,0.00,33,17,16,0,-1.597,33.0,-4.8394,0.63846,0.17915,1.851,12,21
overall,ALL,lambda_shots,0.10,0.05,29,16,13,0,0.57,29.0,1.9655,0.65075,0.20128,1.85,11,18
overall,ALL,lambda_shots,0.10,0.10,22,13,9,0,2.134,22.0,9.7,0.67121,0.24019,1.852,6,16
overall,ALL,lambda_shots,0.10,0.15,17,10,7,0,1.468,17.0,8.6353,0.69002,0.27349,1.8496,4,13
overall,ALL,lambda_shots,0.10,0.20,12,7,5,0,0.741,12.0,6.175,0.71544,0.31374,1.8402,4,8
overall,ALL,lambda_shots,0.10,0.25,10,6,4,0,1.014,10.0,10.14,0.72648,0.33196,1.8356,3,7
overall,ALL,lambda_shots,0.15,0.00,34,18,16,0,-0.597,34.0,-1.7559,0.62525,0.15447,1.8495,11,23
overall,ALL,lambda_shots,0.15,0.05,26,15,11,0,1.77,26.0,6.8077,0.64507,0.19384,1.8544,8,18
overall,ALL,lambda_shots,0.15,0.10,20,12,8,0,2.301,20.0,11.505,0.66404,0.23207,1.8593,4,16
overall,ALL,lambda_shots,0.15,0.15,17,10,7,0,1.468,17.0,8.6353,0.67681,0.24989,1.8496,4,13
overall,ALL,lambda_shots,0.15,0.20,11,6,5,0,0.014,11.0,0.1273,0.69873,0.29083,1.8505,3,8
overall,ALL,lambda_shots,0.15,0.25,8,5,3,0,1.287,8.0,16.0875,0.71263,0.31682,1.8495,1,7
overall,ALL,lambda_shots,0.25,0.00,30,16,14,0,-0.306,30.0,-1.02,0.62413,0.15573,1.8537,5,25
overall,ALL,lambda_shots,0.25,0.05,25,15,10,0,2.861,25.0,11.444,0.63752,0.18141,1.8551,4,21
overall,ALL,lambda_shots,0.25,0.10,19,11,8,0,1.574,19.0,8.2842,0.65264,0.21651,1.8662,3,16
overall,ALL,lambda_shots,0.25,0.15,15,9,6,0,2.014,15.0,13.4267,0.66045,0.23781,1.8771,1,14
overall,ALL,lambda_shots,0.25,0.20,8,4,4,0,-0.44,8.0,-5.5,0.68888,0.29546,1.8836,0,8
overall,ALL,lambda_shots,0.25,0.25,7,4,3,0,0.56,7.0,8.0,0.7,0.30593,1.867,0,7
overall,ALL,lambda_venue,0.00,0.00,38,18,20,0,-4.976,38.0,-13.0947,0.67278,0.24119,1.8482,18,20
overall,ALL,lambda_venue,0.00,0.05,36,18,18,0,-2.976,36.0,-8.2667,0.68021,0.25345,1.8453,17,19
overall,ALL,lambda_venue,0.00,0.10,32,16,16,0,-2.685,32.0,-8.3906,0.69441,0.27682,1.8403,15,17
overall,ALL,lambda_venue,0.00,0.15,26,12,14,0,-3.775,26.0,-14.5192,0.70807,0.31246,1.8566,12,14
overall,ALL,lambda_venue,0.00,0.20,17,9,8,0,-0.32,17.0,-1.8824,0.74685,0.38826,1.8622,7,10
overall,ALL,lambda_venue,0.00,0.25,12,6,6,0,-0.713,12.0,-5.9417,0.77398,0.4501,1.8782,4,8
overall,ALL,lambda_venue,0.03,0.00,38,19,19,0,-3.143,38.0,-8.2711,0.65226,0.20153,1.8438,17,21
overall,ALL,lambda_venue,0.03,0.05,34,16,18,0,-4.685,34.0,-13.7794,0.66316,0.22211,1.8448,15,19
overall,ALL,lambda_venue,0.03,0.10,29,14,15,0,-3.139,29.0,-10.8241,0.6749,0.24847,1.852,12,17
overall,ALL,lambda_venue,0.03,0.15,18,8,10,0,-3.153,18.0,-17.5167,0.71511,0.32627,1.8569,6,12
overall,ALL,lambda_venue,0.03,0.20,14,6,8,0,-2.713,14.0,-19.3786,0.73339,0.37238,1.8761,4,10
overall,ALL,lambda_venue,0.03,0.25,12,6,6,0,-0.713,12.0,-5.9417,0.74596,0.39772,1.8782,4,8
overall,ALL,lambda_venue,0.06,0.00,37,18,19,0,-3.943,37.0,-10.6568,0.63995,0.17979,1.845,16,21
overall,ALL,lambda_venue,0.06,0.05,31,14,17,0,-5.139,31.0,-16.5774,0.65244,0.20941,1.8562,12,19
overall,ALL,lambda_venue,0.06,0.10,22,11,11,0,-1.426,22.0,-6.4818,0.67953,0.26335,1.8615,6,16
overall,ALL,lambda_venue,0.06,0.15,16,6,10,0,-4.713,16.0,-29.4563,0.70638,0.31627,1.8666,4,12
overall,ALL,lambda_venue,0.06,0.20,13,6,7,0,-1.713,13.0,-13.1769,0.71755,0.35059,1.8875,4,9
overall,ALL,lambda_venue,0.06,0.25,9,5,4,0,0.378,9.0,4.2,0.74989,0.40313,1.8763,2,7
overall,ALL,lambda_venue,0.10,0.00,35,17,18,0,-3.746,35.0,-10.7029,0.63047,0.1653,1.8495,13,22
overall,ALL,lambda_venue,0.10,0.05,27,12,15,0,-4.699,27.0,-17.4037,0.64771,0.20738,1.8674,8,19
overall,ALL,lambda_venue,0.10,0.10,19,9,10,0,-1.986,19.0,-10.4526,0.67611,0.26428,1.8733,4,15
overall,ALL,lambda_venue,0.10,0.15,14,6,8,0,-2.713,14.0,-19.3786,0.69943,0.30771,1.8737,3,11
overall,ALL,lambda_venue,0.10,0.20,11,6,5,0,0.287,11.0,2.6091,0.71374,0.34511,1.8905,2,9
overall,ALL,lambda_venue,0.10,0.25,7,4,3,0,0.651,7.0,9.3,0.75109,0.40879,1.88,0,7
overall,ALL,lambda_venue,0.15,0.00,31,14,17,0,-5.033,31.0,-16.2355,0.62818,0.16764,1.8609,8,23
overall,ALL,lambda_venue,0.15,0.05,24,10,14,0,-5.259,24.0,-21.9125,0.65043,0.21131,1.8647,4,20
overall,ALL,lambda_venue,0.15,0.10,20,9,11,0,-2.986,20.0,-14.93,0.66054,0.23794,1.878,3,17
overall,ALL,lambda_venue,0.15,0.15,14,8,6,0,1.105,14.0,7.8929,0.68469,0.28522,1.8815,2,12
overall,ALL,lambda_venue,0.15,0.20,9,5,4,0,0.56,9.0,6.2222,0.71527,0.35266,1.8966,0,9
overall,ALL,lambda_venue,0.15,0.25,7,4,3,0,0.651,7.0,9.3,0.73954,0.38734,1.88,0,7
overall,ALL,lambda_venue,0.25,0.00,32,14,18,0,-5.775,32.0,-18.0469,0.61994,0.1532,1.8618,4,28
overall,ALL,lambda_venue,0.25,0.05,25,12,13,0,-2.593,25.0,-10.372,0.63985,0.19108,1.8634,3,22
overall,ALL,lambda_venue,0.25,0.10,18,8,10,0,-2.713,18.0,-15.0722,0.65814,0.23784,1.8846,1,17
overall,ALL,lambda_venue,0.25,0.15,12,7,5,0,1.378,12.0,11.4833,0.68601,0.29037,1.8845,0,12
overall,ALL,lambda_venue,0.25,0.20,9,5,4,0,0.56,9.0,6.2222,0.70516,0.334,1.8966,0,9
overall,ALL,lambda_venue,0.25,0.25,7,4,3,0,0.651,7.0,9.3,0.72608,0.36242,1.88,0,7
