scope,league,lambda_source,alpha,edge_threshold,n,wins,losses,pushes,pnl,staked,roi_pct,avg_prob,avg_edge,avg_odds,overs,unders
league,serie-a,lambda_venue,0.03,0.25,5,3,2,0,0.651,5.0,13.02,0.70612,0.3259,1.8786,2,3
league,bundesliga,lambda_venue,0.06,0.00,6,3,3,0,-0.455,6.0,-7.5833,0.65678,0.18795,1.812,0,6
league,epl,lambda_venue,0.06,0.00,8,2,6,0,-4.364,8.0,-54.55,0.62663,0.16078,1.8495,3,5
league,la-liga,lambda_venue,0.06,0.00,13,8,5,0,1.589,13.0,12.2231,0.64558,0.18381,1.8352,8,5
league,serie-a,lambda_venue,0.06,0.00,10,5,5,0,-0.713,10.0,-7.13,0.63321,0.18487,1.8738,5,5
league,bundesliga,lambda_venue,0.06,0.05,5,3,2,0,0.545,5.0,10.9,0.67263,0.21763,1.8144,0,5
league,epl,lambda_venue,0.06,0.05,6,1,5,0,-4.091,6.0,-68.1833,0.63601,0.20318,1.8903,1,5
league,la-liga,lambda_venue,0.06,0.05,11,6,5,0,0.029,11.0,0.2636,0.65861,0.21351,1.8453,7,4
league,serie-a,lambda_venue,0.06,0.05,9,4,5,0,-1.622,9.0,-18.0222,0.64463,0.204,1.8699,4,5
league,bundesliga,lambda_venue,0.06,0.10,4,2,2,0,-0.182,4.0,-4.55,0.68225,0.24824,1.8363,0,4
league,epl,lambda_venue,0.06,0.10,5,1,4,0,-3.091,5.0,-61.82,0.64684,0.23051,1.9018,1,4
league,la-liga,lambda_venue,0.06,0.10,7,5,2,0,2.196,7.0,31.3714,0.70167,0.29235,1.8436,3,4
league,serie-a,lambda_venue,0.06,0.10,6,3,3,0,-0.349,6.0,-5.8167,0.67912,0.26697,1.8655,2,4
league,bundesliga,lambda_venue,0.06,0.15,2,0,2,0,-2.0,2.0,-100.0,0.76331,0.34881,1.7635,0,2
league,epl,lambda_venue,0.06,0.15,4,1,3,0,-2.091,4.0,-52.275,0.65563,0.26288,1.9272,1,3
league,la-liga,lambda_venue,0.06,0.15,4,2,2,0,-0.273,4.0,-6.825,0.76954,0.42736,1.859,1,3
league,serie-a,lambda_venue,0.06,0.15,6,3,3,0,-0.349,6.0,-5.8167,0.67912,0.26697,1.8655,2,4
league,bundesliga,lambda_venue,0.06,0.20,1,0,1,0,-1.0,1.0,-100.0,0.83768,0.50783,1.8,0,1
league,epl,lambda_venue,0.06,0.20,3,1,2,0,-1.091,3.0,-36.3667,0.65919,0.29686,1.9697,1,2
league,la-liga,lambda_venue,0.06,0.20,4,2,2,0,-0.273,4.0,-6.825,0.76954,0.42736,1.859,1,3
league,serie-a,lambda_venue,0.06,0.20,5,3,2,0,0.651,5.0,13.02,0.68695,0.28997,1.8786,2,3
league,bundesliga,lambda_venue,0.06,0.25,1,0,1,0,-1.0,1.0,-100.0,0.83768,0.50783,1.8,0,1
league,epl,lambda_venue,0.06,0.25,2,1,1,0,-0.091,2.0,-4.55,0.68172,0.33117,1.9545,1,1
league,la-liga,lambda_venue,0.06,0.25,4,2,2,0,-0.273,4.0,-6.825,0.76954,0.42736,1.859,1,3
league,serie-a,lambda_venue,0.06,0.25,2,2,0,0,1.742,2.0,87.1,0.73486,0.37429,1.871,0,2
league,bundesliga,lambda_venue,0.10,0.00,6,3,3,0,-0.455,6.0,-7.5833,0.65175,0.17907,1.812,0,6
league,epl,lambda_venue,0.10,0.00,7,2,5,0,-3.364,7.0,-48.0571,0.62155,0.16171,1.867,2,5
league,la-liga,lambda_venue,0.10,0.00,13,8,5,0,1.695,13.0,13.0385,0.62569,0.15257,1.8434,7,6
league,serie-a,lambda_venue,0.10,0.00,9,4,5,0,-1.622,9.0,-18.0222,0.63013,0.1773,1.8699,4,5
league,bundesliga,lambda_venue,0.10,0.05,5,3,2,0,0.545,5.0,10.9,0.66602,0.20593,1.8144,0,5
league,epl,lambda_venue,0.10,0.05,6,1,5,0,-4.091,6.0,-68.1833,0.62842,0.18829,1.8903,1,5
league,la-liga,lambda_venue,0.10,0.05,8,5,3,0,1.196,8.0,14.95,0.66334,0.23295,1.8631,4,4
league,serie-a,lambda_venue,0.10,0.05,8,3,5,0,-2.349,8.0,-29.3625,0.6351,0.19703,1.8878,3,5
league,bundesliga,lambda_venue,0.10,0.10,4,2,2,0,-0.182,4.0,-4.55,0.67486,0.23514,1.8363,0,4
league,epl,lambda_venue,0.10,0.10,4,1,3,0,-2.091,4.0,-52.275,0.6438,0.23972,1.9272,1,3
league,la-liga,lambda_venue,0.10,0.10,5,3,2,0,0.636,5.0,12.72,0.71826,0.33938,1.869,1,4
league,serie-a,lambda_venue,0.10,0.10,6,3,3,0,-0.349,6.0,-5.8167,0.66336,0.2375,1.8655,2,4
league,bundesliga,lambda_venue,0.10,0.15,2,0,2,0,-2.0,2.0,-100.0,0.74807,0.32173,1.7635,0,2
league,epl,lambda_venue,0.10,0.15,4,1,3,0,-2.091,4.0,-52.275,0.6438,0.23972,1.9272,1,3
league,la-liga,lambda_venue,0.10,0.15,4,2,2,0,-0.273,4.0,-6.825,0.7506,0.39318,1.859,1,3
league,serie-a,lambda_venue,0.10,0.15,4,3,1,0,1.651,4.0,41.275,0.67956,0.28322,1.89,1,3
league,bundesliga,lambda_venue,0.10,0.20,1,0,1,0,-1.0,1.0,-100.0,0.81664,0.46996,1.8,0,1
league,epl,lambda_venue,0.10,0.20,3,1,2,0,-1.091,3.0,-36.3667,0.64499,0.26881,1.9697,1,2
league,la-liga,lambda_venue,0.10,0.20,4,2,2,0,-0.273,4.0,-6.825,0.7506,0.39318,1.859,1,3
league,serie-a,lambda_venue,0.10,0.20,3,3,0,0,2.651,3.0,88.3667,0.69904,0.31572,1.8837,0,3
league,bundesliga,lambda_venue,0.10,0.25,1,0,1,0,-1.0,1.0,-100.0,0.81664,0.46996,1.8,0,1
league,epl,lambda_venue,0.10,0.25,1,1,0,0,0.909,1.0,90.9,0.69799,0.33246,1.909,0,1
league,la-liga,lambda_venue,0.10,0.25,3,1,2,0,-1.0,3.0,-33.3333,0.76496,0.45027,1.903,0,3
league,serie-a,lambda_venue,0.10,0.25,2,2,0,0,1.742,2.0,87.1,0.72407,0.35414,1.871,0,2
league,bundesliga,lambda_venue,0.15,0.00,6,3,3,0,-0.455,6.0,-7.5833,0.64864,0.17364,1.812,0,6
league,epl,lambda_venue,0.15,0.00,6,1,5,0,-4.091,6.0,-68.1833,0.62279,0.17711,1.8903,1,5
league,la-liga,lambda_venue,0.15,0.00,11,7,4,0,1.862,11.0,16.9273,0.62328,0.15343,1.8519,4,7
league,serie-a,lambda_venue,0.15,0.00,8,3,5,0,-2.349,8.0,-29.3625,0.62362,0.17558,1.8878,3,5
league,bundesliga,lambda_venue,0.15,0.05,6,3,3,0,-0.455,6.0,-7.5833,0.64864,0.17364,1.812,0,6
league,epl,lambda_venue,0.15,0.05,6,1,5,0,-4.091,6.0,-68.1833,0.62279,0.17711,1.8903,1,5
league,la-liga,lambda_venue,0.15,0.05,5,3,2,0,0.636,5.0,12.72,0.70503,0.31566,1.869,1,4
league,serie-a,lambda_venue,0.15,0.05,7,3,4,0,-1.349,7.0,-19.2714,0.63667,0.19837,1.8847,2,5
league,bundesliga,lambda_venue,0.15,0.10,4,2,2,0,-0.182,4.0,-4.55,0.66951,0.22574,1.8363,0,4
league,epl,lambda_venue,0.15,0.10,5,1,4,0,-3.091,5.0,-61.82,0.62966,0.1968,1.9018,1,4
league,la-liga,lambda_venue,0.15,0.10,5,3,2,0,0.636,5.0,12.72,0.70503,0.31566,1.869,1,4
league,serie-a,lambda_venue,0.15,0.10,6,3,3,0,-0.349,6.0,-5.8167,0.64321,0.21559,1.8933,1,5
league,bundesliga,lambda_venue,0.15,0.15,4,2,2,0,-0.182,4.0,-4.55,0.66951,0.22574,1.8363,0,4
league,epl,lambda_venue,0.15,0.15,3,1,2,0,-1.091,3.0,-36.3667,0.633,0.24508,1.9697,1,2
league,la-liga,lambda_venue,0.15,0.15,4,2,2,0,-0.273,4.0,-6.825,0.73319,0.36184,1.859,1,3
league,serie-a,lambda_venue,0.15,0.15,3,3,0,0,2.651,3.0,88.3667,0.69197,0.30248,1.8837,0,3
league,bundesliga,lambda_venue,0.15,0.20,1,0,1,0,-1.0,1.0,-100.0,0.79809,0.43656,1.8,0,1
league,epl,lambda_venue,0.15,0.20,2,1,1,0,-0.091,2.0,-4.55,0.65211,0.27286,1.9545,0,2
league,la-liga,lambda_venue,0.15,0.20,3,1,2,0,-1.0,3.0,-33.3333,0.75308,0.42807,1.903,0,3
league,serie-a,lambda_venue,0.15,0.20,3,3,0,0,2.651,3.0,88.3667,0.69197,0.30248,1.8837,0,3
league,bundesliga,lambda_venue,0.15,0.25,1,0,1,0,-1.0,1.0,-100.0,0.79809,0.43656,1.8,0,1
league,epl,lambda_venue,0.15,0.25,1,1,0,0,0.909,1.0,90.9,0.68931,0.3159,1.909,0,1
league,la-liga,lambda_venue,0.15,0.25,3,1,2,0,-1.0,3.0,-33.3333,0.75308,0.42807,1.903,0,3
league,serie-a,lambda_venue,0.15,0.25,2,2,0,0,1.742,2.0,87.1,0.71508,0.33735,1.871,0,2
league,bundesliga,lambda_venue,0.25,0.00,9,4,5,0,-1.546,9.0,-17.1778,0.61273,0.12005,1.8322,0,9
league,epl,lambda_venue,0.25,0.00,6,1,5,0,-4.091,6.0,-68.1833,0.61763,0.16653,1.8903,1,5
league,la-liga,lambda_venue,0.25,0.00,9,5,4,0,0.302,9.0,3.3556,0.63574,0.17669,1.8493,1,8
league,serie-a,lambda_venue,0.25,0.00,8,4,4,0,-0.44,8.0,-5.5,0.61202,0.15408,1.8878,2,6
league,bundesliga,lambda_venue,0.25,0.05,6,3,3,0,-0.455,6.0,-7.5833,0.64746,0.17179,1.812,0,6
league,epl,lambda_venue,0.25,0.05,6,1,5,0,-4.091,6.0,-68.1833,0.61763,0.16653,1.8903,1,5
league,la-liga,lambda_venue,0.25,0.05,7,5,2,0,2.302,7.0,32.8857,0.65617,0.22009,1.8587,1,6
league,serie-a,lambda_venue,0.25,0.05,6,3,3,0,-0.349,6.0,-5.8167,0.63542,0.20107,1.8933,1,5
league,bundesliga,lambda_venue,0.25,0.10,4,2,2,0,-0.182,4.0,-4.55,0.66523,0.21844,1.8363,0,4
league,epl,lambda_venue,0.25,0.10,5,1,4,0,-3.091,5.0,-61.82,0.6218,0.18107,1.9018,1,4
league,la-liga,lambda_venue,0.25,0.10,4,2,2,0,-0.091,4.0,-2.275,0.70402,0.33734,1.9045,0,4
league,serie-a,lambda_venue,0.25,0.10,5,3,2,0,0.651,5.0,13.02,0.65212,0.23055,1.8902,0,5
league,bundesliga,lambda_venue,0.25,0.15,4,2,2,0,-0.182,4.0,-4.55,0.66523,0.21844,1.8363,0,4
league,epl,lambda_venue,0.25,0.15,2,1,1,0,-0.091,2.0,-4.55,0.65014,0.26929,1.9545,0,2
league,la-liga,lambda_venue,0.25,0.15,3,1,2,0,-1.0,3.0,-33.3333,0.73866,0.40125,1.903,0,3
league,serie-a,lambda_venue,0.25,0.15,3,3,0,0,2.651,3.0,88.3667,0.68499,0.28944,1.8837,0,3
league,bundesliga,lambda_venue,0.25,0.20,1,0,1,0,-1.0,1.0,-100.0,0.77519,0.39533,1.8,0,1
league,epl,lambda_venue,0.25,0.20,2,1,1,0,-0.091,2.0,-4.55,0.65014,0.26929,1.9545,0,2
league,la-liga,lambda_venue,0.25,0.20,3,1,2,0,-1.0,3.0,-33.3333,0.73866,0.40125,1.903,0,3
league,serie-a,lambda_venue,0.25,0.20,3,3,0,0,2.651,3.0,88.3667,0.68499,0.28944,1.8837,0,3
league,bundesliga,lambda_venue,0.25,0.25,1,0,1,0,-1.0,1.0,-100.0,0.77519,0.39533,1.8,0,1
league,epl,lambda_venue,0.25,0.25,1,1,0,0,0.909,1.0,90.9,0.68105,0.30013,1.909,0,1
league,la-liga,lambda_venue,0.25,0.25,3,1,2,0,-1.0,3.0,-33.3333,0.73866,0.40125,1.903,0,3
league,serie-a,lambda_venue,0.25,0.25,2,2,0,0,1.742,2.0,87.1,0.70516,0.31886,1.871,0,2
overall,ALL,blend_60venue_40recent,0.00,0.00,39,20,19,0,-2.234,39.0,-5.7282,0.68083,0.25438,1.8455,18,21
overall,ALL,blend_60venue_40recent,0.00,0.05,36,18,18,0,-2.976,36.0,-8.2667,0.69156,0.27396,1.8453,17,19
overall,ALL,blend_60venue_40recent,0.00,0.10,34,17,17,0,-2.885,34.0,-8.4853,0.69906,0.28684,1.8438,17,17
overall,ALL,blend_60venue_40recent,0.00,0.15,26,9,17,0,-9.35,26.0,-35.9615,0.72015,0.33261,1.8548,12,14
overall,ALL,blend_60venue_40recent,0.00,0.20,20,8,12,0,-5.259,20.0,-26.295,0.7478,0.38076,1.8494,10,10
overall,ALL,blend_60venue_40recent,0.00,0.25,17,8,9,0,-2.259,17.0,-13.2882,0.76351,0.40985,1.8498,8,9
overall,ALL,blend_60venue_40recent,0.03,0.00,38,19,19,0,-3.143,38.0,-8.2711,0.66171,0.2186,1.8438,17,21
overall,ALL,blend_60venue_40recent,0.03,0.05,36,18,18,0,-2.976,36.0,-8.2667,0.66729,0.22965,1.8453,17,19
overall,ALL,blend_60venue_40recent,0.03,0.10,29,12,17,0,-6.805,29.0,-23.4655,0.68491,0.26733,1.8541,12,17
overall,ALL,blend_60venue_40recent,0.03,0.15,22,8,14,0,-7.259,22.0,-32.9955,0.70644,0.31173,1.8616,9,13
overall,ALL,blend_60venue_40recent,0.03,0.20,18,8,10,0,-3.259,18.0,-18.1056,0.729,0.3446,1.847,8,10
overall,ALL,blend_60venue_40recent,0.03,0.25,12,6,6,0,-0.713,12.0,-5.9417,0.75278,0.41049,1.8782,4,8
overall,ALL,blend_60venue_40recent,0.06,0.00,38,18,20,0,-4.976,38.0,-13.0947,0.64617,0.19028,1.8438,16,22
overall,ALL,blend_60venue_40recent,0.06,0.05,32,14,18,0,-6.096,32.0,-19.05,0.65924,0.2199,1.8535,13,19
overall,ALL,blend_60venue_40recent,0.06,0.10,26,11,15,0,-5.714,26.0,-21.9769,0.67646,0.25414,1.8577,9,17
overall,ALL,blend_60venue_40recent,0.06,0.15,20,7,13,0,-6.986,20.0,-34.93,0.69426,0.29228,1.8659,7,13
overall,ALL,blend_60venue_40recent,0.06,0.20,13,6,7,0,-1.713,13.0,-13.1769,0.72957,0.35929,1.8665,4,9
overall,ALL,blend_60venue_40recent,0.06,0.25,11,6,5,0,0.287,11.0,2.6091,0.73992,0.38446,1.8754,3,8
overall,ALL,blend_60venue_40recent,0.10,0.00,36,16,20,0,-6.536,36.0,-18.1556,0.63625,0.17431,1.8473,14,22
overall,ALL,blend_60venue_40recent,0.10,0.05,29,12,17,0,-6.805,29.0,-23.4655,0.65224,0.20976,1.8578,10,19
overall,ALL,blend_60venue_40recent,0.10,0.10,23,10,13,0,-4.441,23.0,-19.3087,0.66781,0.24411,1.8668,6,17
overall,ALL,blend_60venue_40recent,0.10,0.15,16,6,10,0,-4.713,16.0,-29.4563,0.69189,0.29663,1.8791,4,12
overall,ALL,blend_60venue_40recent,0.10,0.20,11,6,5,0,0.287,11.0,2.6091,0.72131,0.34991,1.8754,3,8
overall,ALL,blend_60venue_40recent,0.10,0.25,9,6,3,0,2.287,9.0,25.4111,0.73855,0.37608,1.8662,1,8
overall,ALL,blend_60venue_40recent,0.15,0.00,33,13,20,0,-8.972,33.0,-27.1879,0.6307,0.16925,1.8561,10,23
overall,ALL,blend_60venue_40recent,0.15,0.05,26,12,14,0,-3.699,26.0,-14.2269,0.64711,0.2054,1.8658,6,20
overall,ALL,blend_60venue_40recent,0.15,0.10,21,9,12,0,-4.168,21.0,-19.8476,0.66377,0.23725,1.8671,4,17
overall,ALL,blend_60venue_40recent,0.15,0.15,15,6,9,0,-3.713,15.0,-24.7533,0.68438,0.28152,1.8771,3,12
overall,ALL,blend_60venue_40recent,0.15,0.20,8,5,3,0,1.56,8.0,19.5,0.72961,0.37176,1.8836,0,8
overall,ALL,blend_60venue_40recent,0.15,0.25,8,5,3,0,1.56,8.0,19.5,0.72961,0.37176,1.8836,0,8
overall,ALL,blend_60venue_40recent,0.25,0.00,29,11,18,0,-8.426,29.0,-29.0552,0.62928,0.17288,1.8664,5,24
overall,ALL,blend_60venue_40recent,0.25,0.05,26,11,15,0,-5.426,26.0,-20.8692,0.63934,0.1894,1.8622,3,23
overall,ALL,blend_60venue_40recent,0.25,0.10,20,10,10,0,-1.259,20.0,-6.295,0.65691,0.22572,1.8689,2,18
overall,ALL,blend_60venue_40recent,0.25,0.15,13,6,7,0,-1.531,13.0,-11.7769,0.68186,0.28265,1.885,0,13
overall,ALL,blend_60venue_40recent,0.25,0.20,9,5,4,0,0.56,9.0,6.2222,0.70468,0.33317,1.8966,0,9
overall,ALL,blend_60venue_40recent,0.25,0.25,8,5,3,0,1.56,8.0,19.5,0.7174,0.34907,1.8836,0,8
overall,ALL,blend_70venue_30recent,0.00,0.00,39,20,19,0,-2.234,39.0,-5.7282,0.67816,0.24953,1.8455,18,21
overall,ALL,blend_70venue_30recent,0.00,0.05,36,18,18,0,-2.976,36.0,-8.2667,0.68861,0.26862,1.8453,17,19
overall,ALL,blend_70venue_30recent,0.00,0.10,34,17,17,0,-2.885,34.0,-8.4853,0.6955,0.28038,1.8438,17,17
overall,ALL,blend_70venue_30recent,0.00,0.15,25,10,15,0,-6.593,25.0,-26.372,0.72277,0.33316,1.8472,13,12
overall,ALL,blend_70venue_30recent,0.00,0.20,18,8,10,0,-3.259,18.0,-18.1056,0.75415,0.39098,1.847,8,10
overall,ALL,blend_70venue_30recent,0.00,0.25,16,8,8,0,-1.259,16.0,-7.8687,0.76092,0.41063,1.8574,7,9
overall,ALL,blend_70venue_30recent,0.03,0.00,38,19,19,0,-3.143,38.0,-8.2711,0.65947,0.21454,1.8438,17,21
overall,ALL,blend_70venue_30recent,0.03,0.05,36,18,18,0,-2.976,36.0,-8.2667,0.66463,0.22486,1.8453,17,19
overall,ALL,blend_70venue_30recent,0.03,0.10,28,11,17,0,-7.714,28.0,-27.55,0.68457,0.26564,1.8521,11,17
overall,ALL,blend_70venue_30recent,0.03,0.15,20,8,12,0,-5.259,20.0,-26.295,0.71414,0.32053,1.8523,8,12
overall,ALL,blend_70venue_30recent,0.03,0.20,13,6,7,0,-1.713,13.0,-13.1769,0.74766,0.39294,1.8665,4,9
overall,ALL,blend_70venue_30recent,0.03,0.25,12,6,6,0,-0.713,12.0,-5.9417,0.75115,0.40744,1.8782,4,8
overall,ALL,blend_70venue_30recent,0.06,0.00,38,19,19,0,-3.143,38.0,-8.2711,0.64407,0.18648,1.8438,17,21
overall,ALL,blend_70venue_30recent,0.06,0.05,32,14,18,0,-6.169,32.0,-19.2781,0.65693,0.21433,1.8512,13,19
overall,ALL,blend_70venue_30recent,0.06,0.10,26,11,15,0,-5.714,26.0,-21.9769,0.67284,0.24757,1.8577,9,17
overall,ALL,blend_70venue_30recent,0.06,0.15,17,6,11,0,-5.713,17.0,-33.6059,0.70207,0.31266,1.8744,5,12
overall,ALL,blend_70venue_30recent,0.06,0.20,12,6,6,0,-0.713,12.0,-5.9417,0.73091,0.36965,1.8782,4,8
overall,ALL,blend_70venue_30recent,0.06,0.25,11,6,5,0,0.287,11.0,2.6091,0.7382,0.38123,1.8754,3,8
overall,ALL,blend_70venue_30recent,0.10,0.00,36,16,20,0,-6.503,36.0,-18.0639,0.6334,0.16965,1.8482,14,22
overall,ALL,blend_70venue_30recent,0.10,0.05,28,12,16,0,-5.805,28.0,-20.7321,0.65235,0.21055,1.8586,9,19
overall,ALL,blend_70venue_30recent,0.10,0.10,22,9,13,0,-5.168,22.0,-23.4909,0.66685,0.24629,1.8732,5,17
overall,ALL,blend_70venue_30recent,0.10,0.15,16,6,10,0,-4.713,16.0,-29.4563,0.69024,0.29355,1.8791,4,12
overall,ALL,blend_70venue_30recent,0.10,0.20,10,6,4,0,1.287,10.0,12.87,0.72628,0.36172,1.8796,2,8
overall,ALL,blend_70venue_30recent,0.10,0.25,8,5,3,0,1.56,8.0,19.5,0.73985,0.39074,1.8836,0,8
overall,ALL,blend_70venue_30recent,0.15,0.00,33,13,20,0,-8.972,33.0,-27.1879,0.62839,0.16507,1.8561,10,23
overall,ALL,blend_70venue_30recent,0.15,0.05,25,10,15,0,-6.259,25.0,-25.036,0.64764,0.20895,1.8701,5,20
overall,ALL,blend_70venue_30recent,0.15,0.10,21,9,12,0,-3.986,21.0,-18.981,0.65951,0.23475,1.8758,4,17
overall,ALL,blend_70venue_30recent,0.15,0.15,14,6,8,0,-2.713,14.0,-19.3786,0.68704,0.28828,1.8802,2,12
overall,ALL,blend_70venue_30recent,0.15,0.20,9,5,4,0,0.56,9.0,6.2222,0.71485,0.35192,1.8966,0,9
overall,ALL,blend_70venue_30recent,0.15,0.25,8,5,3,0,1.56,8.0,19.5,0.72916,0.37082,1.8836,0,8
overall,ALL,blend_70venue_30recent,0.25,0.00,31,12,19,0,-8.593,31.0,-27.7194,0.62336,0.16015,1.8632,5,26
overall,ALL,blend_70venue_30recent,0.25,0.05,26,11,15,0,-5.426,26.0,-20.8692,0.6385,0.18786,1.8622,4,22
overall,ALL,blend_70venue_30recent,0.25,0.10,18,8,10,0,-2.713,18.0,-15.0722,0.65843,0.23842,1.8846,1,17
overall,ALL,blend_70venue_30recent,0.25,0.15,13,6,7,0,-1.531,13.0,-11.7769,0.68098,0.28095,1.885,0,13
overall,ALL,blend_70venue_30recent,0.25,0.20,9,5,4,0,0.56,9.0,6.2222,0.70479,0.33335,1.8966,0,9
overall,ALL,blend_70venue_30recent,0.25,0.25,7,4,3,0,0.651,7.0,9.3,0.72613,0.36275,1.88,0,7
overall,ALL,lambda_recent,0.00,0.00,38,18,20,0,-4.794,38.0,-12.6158,0.70288,0.29921,1.8514,17,21
overall,ALL,lambda_recent,0.00,0.05,34,16,18,0,-4.46,34.0,-13.1176,0.72028,0.3312,1.8514,16,18
overall,ALL,lambda_recent,0.00,0.10,32,15,17,0,-4.369,32.0,-13.6531,0.73083,0.34706,1.8449,16,16
overall,ALL,lambda_recent,0.00,0.15,29,12,17,0,-6.732,29.0,-23.2138,0.7408,0.36932,1.8509,13,16
overall,ALL,lambda_recent,0.00,0.20,24,9,15,0,-7.277,24.0,-30.3208,0.76074,0.40826,1.854,13,11
overall,ALL,lambda_recent,0.00,0.25,23,9,14,0,-6.277,23.0,-27.2913,0.76318,0.41657,1.8596,12,11
overall,ALL,lambda_recent,0.03,0.00,37,17,20,0,-5.809,37.0,-15.7,0.68445,0.26185,1.847,16,21
overall,ALL,lambda_recent,0.03,0.05,34,16,18,0,-4.642,34.0,-13.6529,0.69546,0.28147,1.846,16,18
overall,ALL,lambda_recent,0.03,0.10,29,12,17,0,-6.914,29.0,-23.8414,0.71435,0.31565,1.8446,13,16
overall,ALL,lambda_recent,0.03,0.15,27,12,15,0,-4.914,27.0,-18.2,0.71905,0.32813,1.8506,12,15
overall,ALL,lambda_recent,0.03,0.20,22,8,14,0,-7.259,22.0,-32.9955,0.73713,0.36357,1.854,11,11
overall,ALL,lambda_recent,0.03,0.25,18,7,11,0,-5.168,18.0,-28.7111,0.75455,0.39716,1.8561,8,10
overall,ALL,lambda_recent,0.06,0.00,38,17,21,0,-6.809,38.0,-17.9184,0.66426,0.22478,1.8467,16,22
overall,ALL,lambda_recent,0.06,0.05,33,15,18,0,-5.263,33.0,-15.9485,0.67804,0.25373,1.8528,14,19
overall,ALL,lambda_recent,0.06,0.10,29,12,17,0,-6.914,29.0,-23.8414,0.69114,0.27863,1.854,12,17
overall,ALL,lambda_recent,0.06,0.15,25,10,15,0,-6.441,25.0,-25.764,0.70229,0.30174,1.8576,11,14
overall,ALL,lambda_recent,0.06,0.20,18,6,12,0,-6.895,18.0,-38.3056,0.73203,0.35567,1.8561,7,11
overall,ALL,lambda_recent,0.06,0.25,16,6,10,0,-4.895,16.0,-30.5937,0.73917,0.37211,1.8609,6,10
overall,ALL,lambda_recent,0.10,0.00,37,16,21,0,-7.354,37.0,-19.8757,0.64869,0.20166,1.8548,15,22
overall,ALL,lambda_recent,0.10,0.05,34,14,20,0,-7.99,34.0,-23.5,0.65665,0.21797,1.8576,13,21
overall,ALL,lambda_recent,0.10,0.10,28,11,17,0,-7.532,28.0,-26.9,0.67265,0.25035,1.8624,11,17
overall,ALL,lambda_recent,0.10,0.15,20,8,12,0,-4.895,20.0,-24.475,0.69709,0.30103,1.8705,7,13
overall,ALL,lambda_recent,0.10,0.20,16,6,10,0,-4.713,16.0,-29.4563,0.71339,0.3326,1.8722,6,10
overall,ALL,lambda_recent,0.10,0.25,11,5,6,0,-1.622,11.0,-14.7455,0.73205,0.37536,1.8836,3,8
overall,ALL,lambda_recent,0.15,0.00,37,15,22,0,-9.081,37.0,-24.5432,0.6352,0.17804,1.8568,13,24
overall,ALL,lambda_recent,0.15,0.05,32,13,19,0,-7.79,32.0,-24.3437,0.6466,0.20293,1.8635,11,21
overall,ALL,lambda_recent,0.15,0.10,25,10,15,0,-6.259,25.0,-25.036,0.66598,0.24095,1.8672,7,18
overall,ALL,lambda_recent,0.15,0.15,19,8,11,0,-3.895,19.0,-20.5,0.68518,0.27764,1.8685,6,13
overall,ALL,lambda_recent,0.15,0.20,12,5,7,0,-2.622,12.0,-21.85,0.71844,0.33521,1.86,2,10
overall,ALL,lambda_recent,0.15,0.25,8,4,4,0,-0.349,8.0,-4.3625,0.7346,0.38899,1.895,0,8
overall,ALL,lambda_recent,0.25,0.00,34,13,21,0,-9.79,34.0,-28.7941,0.62716,0.16675,1.863,9,25
overall,ALL,lambda_recent,0.25,0.05,28,11,17,0,-7.426,28.0,-26.5214,0.64372,0.19782,1.8635,6,22
overall,ALL,lambda_recent,0.25,0.10,22,10,12,0,-3.259,22.0,-14.8136,0.65972,0.22894,1.8656,4,18
overall,ALL,lambda_recent,0.25,0.15,14,6,8,0,-2.531,14.0,-18.0786,0.68614,0.28701,1.8789,0,14
overall,ALL,lambda_recent,0.25,0.20,10,4,6,0,-2.349,10.0,-23.49,0.71175,0.33383,1.876,0,10
overall,ALL,lambda_recent,0.25,0.25,8,4,4,0,-0.349,8.0,-4.3625,0.72176,0.36503,1.895,0,8
overall,ALL,lambda_shots,0.00,0.00,32,17,15,0,-0.703,32.0,-2.1969,0.69405,0.27927,1.8493,13,19
overall,ALL,lambda_shots,0.00,0.05,30,16,14,0,-0.43,30.0,-1.4333,0.70155,0.29621,1.855,12,18
overall,ALL,lambda_shots,0.00,0.10,27,14,13,0,-1.157,27.0,-4.2852,0.71445,0.32006,1.8552,12,15
overall,ALL,lambda_shots,0.00,0.15,25,14,11,0,0.843,25.0,3.372,0.72591,0.33641,1.8472,11,14
overall,ALL,lambda_shots,0.00,0.20,23,12,11,0,-0.899,23.0,-3.9087,0.73477,0.35113,1.8452,11,12
overall,ALL,lambda_shots,0.00,0.25,14,8,6,0,0.574,14.0,4.1,0.78588,0.43106,1.8251,7,7
overall,ALL,lambda_shots,0.03,0.00,31,16,15,0,-1.43,31.0,-4.6129,0.67417,0.24528,1.8532,12,19
overall,ALL,lambda_shots,0.03,0.05,30,16,14,0,-0.43,30.0,-1.4333,0.67761,0.25253,1.855,12,18
overall,ALL,lambda_shots,0.03,0.10,26,14,12,0,-0.157,26.0,-0.6038,0.69391,0.27956,1.8496,11,15
overall,ALL,lambda_shots,0.03,0.15,24,13,11,0,0.01,24.0,0.0417,0.70138,0.29203,1.8478,11,13
overall,ALL,lambda_shots,0.03,0.20,16,9,7,0,0.483,16.0,3.0188,0.73649,0.34884,1.8366,6,10
overall,ALL,lambda_shots,0.03,0.25,12,8,4,0,2.574,12.0,21.45,0.76439,0.3935,1.8263,5,7
