date,league,home_team,away_team,team,venue,bookmaker,line,side,book_odds,model_prob,model_prob_raw,model_fair_odds,edge,ev,actual_shots,won,pnl,kickoff_iso,note,home_lambda,away_lambda,home_lambda_venue,away_lambda_venue,home_lambda_recent,away_lambda_recent,home_consensus,away_consensus,home_divergence,away_divergence
2026-04-25,la-liga,Getafe CF,FC Barcelona,Getafe CF,home,Bet365,10.5,under,1.727,0.7147,0.7147,1.399,0.2343,0.2343,,,,2026-04-25T14:15:00Z,,7.04,17.47,6.62,19.22,6.26,20.13,aligned,aligned,0.0544,0.0475
2026-04-25,la-liga,Getafe CF,FC Barcelona,FC Barcelona,away,Bet365,16.5,under,2.0,0.5666,0.5666,1.765,0.1332,0.1332,,,,2026-04-25T14:15:00Z,,7.04,17.47,6.62,19.22,6.26,20.13,aligned,aligned,0.0544,0.0475
2026-04-25,la-liga,Valencia CF,Girona FC,Valencia CF,home,Bet365,13.5,over,1.833,0.6271,0.6271,1.595,0.1495,0.1495,,,,2026-04-25T16:30:00Z,,16.37,8.78,16.37,8.66,15.8,9.65,aligned,aligned,0.0348,0.1141
2026-04-25,la-liga,Atletico Madrid,Athletic Bilbao,Athletic Bilbao,away,Bet365,10.5,over,1.727,0.6627,0.6627,1.509,0.1445,0.1445,,,,2026-04-25T19:00:00Z,,11.47,13.04,12.54,12.46,12.03,12.64,aligned,aligned,0.041,0.0146
2026-04-25,bundesliga,FSV Mainz,Bayern Munich,Bayern Munich,away,Bet365,17.5,under,1.727,0.582,0.582,1.718,0.0051,0.0051,,,,2026-04-25T13:30:00Z,,9.62,18.98,10.78,17.9,11.2,16.18,aligned,aligned,0.0386,0.0963
2026-04-25,bundesliga,FSV Mainz,Bayern Munich,FSV Mainz,home,Bet365,11.5,under,1.833,0.6098,0.6098,1.64,0.1178,0.1178,,,,2026-04-25T13:30:00Z,,9.62,18.98,10.78,17.9,11.2,16.18,aligned,aligned,0.0386,0.0963
2026-04-25,bundesliga,FC Augsburg,Eintracht Frankfurt,FC Augsburg,home,Bet365,14.5,under,1.833,0.5598,0.5598,1.786,0.0261,0.0261,,,,2026-04-25T13:30:00Z,,14.32,11.49,12.6,10.81,13.25,9.23,aligned,aligned,0.0514,0.1466
2026-04-25,bundesliga,1. FC Heidenheim,FC St. Pauli,1. FC Heidenheim,home,Bet365,12.5,under,1.833,0.558,0.558,1.792,0.0228,0.0228,,,,2026-04-25T13:30:00Z,,11.41,9.63,11.03,10.72,9.96,11.63,aligned,aligned,0.0973,0.0848
2026-04-25,bundesliga,1. FC Heidenheim,FC St. Pauli,FC St. Pauli,away,Bet365,12.5,under,1.833,0.6807,0.6807,1.469,0.2477,0.2477,,,,2026-04-25T13:30:00Z,,11.41,9.63,11.03,10.72,9.96,11.63,aligned,aligned,0.0973,0.0848
2026-04-25,bundesliga,1. FC Cologne,Bayer Leverkusen,1. FC Cologne,home,Bet365,12.5,over,1.833,0.5471,0.5471,1.828,0.0028,0.0028,,,,2026-04-25T13:30:00Z,,13.17,13.88,12.99,12.33,13.22,13.29,aligned,aligned,0.0175,0.0779
2026-04-25,bundesliga,Hamburger SV,TSG Hoffenheim,TSG Hoffenheim,away,Bet365,15.5,under,1.8,0.5642,0.5642,1.772,0.0156,0.0156,,,,2026-04-25T16:30:00Z,,11.12,16.08,12.45,13.88,10.76,14.69,aligned,aligned,0.1353,0.0587
2026-04-25,bundesliga,Hamburger SV,TSG Hoffenheim,Hamburger SV,home,Bet365,13.5,under,1.727,0.6506,0.6506,1.537,0.1236,0.1236,,,,2026-04-25T16:30:00Z,,11.12,16.08,12.45,13.88,10.76,14.69,aligned,aligned,0.1353,0.0587
2026-04-25,bundesliga,VFL Wolfsburg,Borussia Monchengladbach,VFL Wolfsburg,home,Bet365,14.5,under,2.0,0.6033,0.6033,1.658,0.2066,0.2066,,,,2026-04-25T13:30:00Z,,13.45,13.95,14.94,14.08,15.3,14.98,aligned,aligned,0.0239,0.0643
2026-04-25,bundesliga,VFL Wolfsburg,Borussia Monchengladbach,Borussia Monchengladbach,away,Bet365,12.5,over,1.833,0.5877,0.5877,1.702,0.0773,0.0773,,,,2026-04-25T13:30:00Z,,13.45,13.95,14.94,14.08,15.3,14.98,aligned,aligned,0.0239,0.0643
2026-04-26,serie-a,Genoa CFC,Como 1907,Como 1907,away,Bet365,13.5,over,1.833,0.6058,0.6058,1.651,0.1104,0.1104,,,,2026-04-26T13:00:00Z,,8.26,15.86,8.0,13.12,8.6,12.08,aligned,aligned,0.0743,0.0791
2026-04-26,serie-a,Genoa CFC,Como 1907,Genoa CFC,home,Bet365,10.5,under,1.833,0.6161,0.6161,1.623,0.1293,0.1293,,,,2026-04-26T13:00:00Z,,8.26,15.86,8.0,13.12,8.6,12.08,aligned,aligned,0.0743,0.0791
2026-04-26,serie-a,Torino FC,Inter Milano,Torino FC,home,Bet365,9.5,over,1.727,0.6043,0.6043,1.655,0.0436,0.0436,,,,2026-04-26T16:00:00Z,,10.26,16.45,9.72,16.86,9.45,15.53,aligned,aligned,0.0277,0.0785
2026-04-26,serie-a,Torino FC,Inter Milano,Inter Milano,away,Bet365,15.5,under,1.909,0.5479,0.5479,1.825,0.0459,0.0459,,,,2026-04-26T16:00:00Z,,10.26,16.45,9.72,16.86,9.45,15.53,aligned,aligned,0.0277,0.0785
2026-04-26,serie-a,AC Milan,Juventus Turin,Juventus Turin,away,Bet365,12.5,over,1.727,0.5936,0.5936,1.685,0.0251,0.0251,,,,2026-04-26T18:45:00Z,,12.98,14.07,14.41,12.76,13.91,13.21,aligned,aligned,0.0347,0.035
2026-04-26,la-liga,CA Osasuna,Sevilla FC,CA Osasuna,home,Bet365,12.5,under,1.727,0.5903,0.5903,1.694,0.0194,0.0194,,,,2026-04-26T16:30:00Z,,10.92,10.18,11.9,11.13,13.23,11.91,aligned,aligned,0.1113,0.0701
2026-04-26,la-liga,Villarreal CF,RC Celta de Vigo,Villarreal CF,home,Bet365,12.5,under,1.909,0.5659,0.5659,1.767,0.0803,0.0803,,,,2026-04-26T19:00:00Z,,11.29,9.82,13.46,9.61,12.61,9.73,aligned,aligned,0.0627,0.013
2026-04-26,la-liga,Rayo Vallecano,Real Sociedad San Sebastian,Real Sociedad San Sebastian,away,Bet365,10.5,over,1.727,0.5962,0.5962,1.677,0.0296,0.0296,,,,2026-04-26T12:00:00Z,,16.88,11.59,17.89,11.92,18.25,10.3,aligned,aligned,0.0201,0.136
2026-04-26,la-liga,Rayo Vallecano,Real Sociedad San Sebastian,Rayo Vallecano,home,Bet365,14.5,over,1.909,0.5534,0.5534,1.807,0.0564,0.0564,,,,2026-04-26T12:00:00Z,,16.88,11.59,17.89,11.92,18.25,10.3,aligned,aligned,0.0201,0.136
2026-04-26,la-liga,Real Oviedo,Elche CF,Elche CF,away,Bet365,11.5,over,2.0,0.5311,0.5311,1.883,0.0622,0.0622,,,,2026-04-26T14:15:00Z,,13.94,11.79,13.29,9.87,13.42,10.19,aligned,aligned,0.0101,0.0321
2026-04-26,la-liga,Real Oviedo,Elche CF,Real Oviedo,home,Bet365,12.5,over,1.727,0.5873,0.5873,1.703,0.0143,0.0143,,,,2026-04-26T14:15:00Z,,13.94,11.79,13.29,9.87,13.42,10.19,aligned,aligned,0.0101,0.0321
2026-04-26,bundesliga,VfB Stuttgart,Werder Bremen,VfB Stuttgart,home,Bet365,16.5,under,1.8,0.6989,0.6989,1.431,0.258,0.258,,,,2026-04-26T13:30:00Z,,14.52,11.26,14.95,9.63,15.79,10.74,aligned,aligned,0.0563,0.1145
2026-04-26,bundesliga,Borussia Dortmund,SC Freiburg,SC Freiburg,away,Bet365,8.5,over,1.727,0.6919,0.6919,1.445,0.1949,0.1949,,,,2026-04-26T15:30:00Z,,16.38,10.04,16.88,8.83,18.18,8.65,aligned,aligned,0.0775,0.0203
2026-04-26,bundesliga,Borussia Dortmund,SC Freiburg,Borussia Dortmund,home,Bet365,16.5,under,1.909,0.6142,0.6142,1.628,0.1725,0.1725,,,,2026-04-26T15:30:00Z,,16.38,10.04,16.88,8.83,18.18,8.65,aligned,aligned,0.0775,0.0203
2026-04-27,serie-a,Cagliari Calcio,Atalanta BC,Atalanta BC,away,Bet365,12.5,over,1.727,0.6174,0.6174,1.62,0.0662,0.0662,,,,2026-04-27T16:30:00Z,,11.14,14.57,9.89,12.54,10.91,12.92,aligned,aligned,0.1032,0.03
